Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000399957800009,10.1103/PhysRevLett.118.153602,MEDLINE:28452530,Observation of Genuine Three-Photon Interference,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000399957800009,"Agne, Sascha; Kauten, Thomas; Jin, Jeongwan; Meyer-Scott, Evan; Salvail, Jeff Z.",PHYSICAL REVIEW LETTERS,"PHYSICS, MULTIDISCIPLINARY",118,15,n/a,2017,21,10.607945,3.7,1.98,5.6735,2.8679,8.839
WOS:000348577100003,10.1177/070674371405901203,MEDLINE:25702361,"Persistence and Adherence With Dementia Pharmacotherapy: Relevance of Patient, Provider, and System Factors",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000348577100003,"Maxwell, Colleen J.; Stock, Kathryn; Seitz, Dallas; Herrmann, Nathan",CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,PSYCHIATRY,59,12,624-631,2014,21,25.75,23.93,0.82,0.8776,37.4078,3.612
WOS:000370309200033,10.1016/j.bios.2015.12.043,n/a,Covalent linking DNA to graphene oxide and its comparison with physisorbed probes for Hg2+ detection,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000370309200033,"Lu, Chang; Huang, Po-Jung Jimmy; Ying, Yibin; Liu, Juewen",BIOSENSORS & BIOELECTRONICS,"CHEMISTRY, ANALYTICAL; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; BIOPHYSICS; NANOSCIENCE & NANOTECHNOLOGY; ELECTROCHEMISTRY",79,n/a,244-250,2016,21,19.211458,8.03,1.09,2.6151,5.6154,8.173
WOS:000364214800029,10.1039/c5tc02753e,n/a,Enhanced electron mobility in crystalline thionated naphthalene diimides,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000364214800029,"Kozycz, Lisa M.; Guo, Chang; Manion, Joseph G.; Tilley, Andrew J.; Lough, Alan J.",JOURNAL OF MATERIALS CHEMISTRY C,"MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED",3,43,11505-11515,2015,21,17.521831,12.98,1.2,1.6179,13.8903,5.976
WOS:000370194300001,10.1038/srep20415,MEDLINE:26879739,Cell contractility arising from topography and shear flow determines human mesenchymal stem cell fate,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000370194300001,"Sonam, Surabhi; Sathe, Sharvari R.; Yim, Evelyn K. F.; Sheetz, Michael P.; Lim, Chwee Teck",SCIENTIFIC REPORTS,MULTIDISCIPLINARY SCIENCES; CELL BIOLOGY,6,n/a,n/a,2016,21,8.566357,10.49,2.45,2.002,11.6151,4.122
WOS:000316953200001,10.1038/srep01582,MEDLINE:23545597,Dispersion-cancelled biological imaging with quantum-inspired interferometry,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000316953200001,"Mazurek, M. D.; Schreiter, K. M.; Prevedel, R.; Kaltenbaek, R.; Resch, K. J.",SCIENTIFIC REPORTS,OPTICS; MULTIDISCIPLINARY SCIENCES,3,n/a,n/a,2013,21,32.307847,11.64,0.65,1.8047,14.8059,4.122
WOS:000345759900002,10.1519/SSC.0000000000000103,MEDLINE:25506270,The Back Squat: A Proposed Assessment of Functional Deficits and Technical Factors That Limit Performance,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000345759900002,"Myer, Gregory D.; Kushner, Adam M.; Brent, Jensen L.; Schoenfeld, Brad J.; Hugentobler, Jason",STRENGTH AND CONDITIONING JOURNAL,SPORT SCIENCES,36,6,27-Apr,2014,21,3.151899,10.47,6.66,2.0052,13.2008,0.651
WOS:000371841600003,10.1016/j.precamres.2015.12.013,n/a,Crustal evolution of the Eastern Block in the North China Craton: Constraints from zircon U-Pb geochronology and Lu-Hf isotopes of the Northern Liaoning Complex,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000371841600003,"Wu, Meiling; Lin, Shoufa; Wan, Yusheng; Gao, Jian-feng",PRECAMBRIAN RESEARCH,"GEOSCIENCES, MULTIDISCIPLINARY",275,n/a,35-47,2016,21,8.283186,5.56,2.54,3.7771,3.6266,3.907
WOS:000398176900003,10.1002/adma.201605987,MEDLINE:28145598,Efficient Triplet Exciton Fusion in Molecularly Doped Polymer Light-Emitting Diodes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000398176900003,"Di, Dawei; Yang, LE; Richter, Johannes M.; Meraldi, Lorenzo; Altamimi, Rashid M.",ADVANCED MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, CONDENSED MATTER; NANOSCIENCE & NANOTECHNOLOGY; CHEMISTRY, PHYSICAL; CHEMISTRY, MULTIDISCIPLINARY; PHYSICS, APPLIED",29,13,n/a,2017,21,25.23851,5.66,0.83,3.7097,3.7414,21.95
WOS:000335497500007,10.1103/PhysRevA.89.043621,n/a,Measuring Z(2) topological invariants in optical lattices using interferometry,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000335497500007,"Grusdt, F.; Abanin, D.; Demler, E.",PHYSICAL REVIEW A,"OPTICS; PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",89,4,n/a,2014,21,11.807143,11.09,1.78,1.8943,11.2989,2.909
WOS:000329229900006,10.1007/s40262-013-0090-5,MEDLINE:23912563,Development of a Paediatric Population-Based Model of the Pharmacokinetics of Rivaroxaban,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000329229900006,"Willmann, Stefan; Becker, Corina; Burghaus, Rolf; Coboeken, Katrin; Edginton, Andrea",CLINICAL PHARMACOKINETICS,PHARMACOLOGY & PHARMACY,53,1,89-102,2014,21,17.1,10.33,1.23,2.0338,13.1832,4.464
WOS:000340744600001,10.3389/fnhum.2014.00625,MEDLINE:25177284,A single session of exercise increases connectivity in sensorimotor-related brain networks: a resting-state fMRI study in young healthy adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000340744600001,"Rajab, Ahmad S.; Crane, David E.; Middleton, Laura E.; Robertson, Andrew D.; Hampson, Michelle",FRONTIERS IN HUMAN NEUROSCIENCE,PSYCHOLOGY; NEUROSCIENCES,8,n/a,n/a,2014,21,13.498054,12.93,1.56,1.6248,14.4627,2.871
WOS:000341046700001,10.1186/1710-1492-10-40,MEDLINE:25110478,Children under 15 kg with food allergy may be at risk of having epinephrine auto-injectors administered into bone,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000341046700001,"Kim, Laura; Nevis, Immaculate F. P.; Tsai, Gina; Dominic, Arunmozhi; Potts, Ryan",ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY,IMMUNOLOGY; ALLERGY,10,n/a,n/a,2014,21,11.535714,15.89,1.82,1.3214,21.0213,2.051
WOS:000318274500033,10.1093/mnras/sts601,n/a,Episodic explosions in interstellar ices,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000318274500033,"Rawlings, J. M. C.; Williams, D. A.; Viti, S.; Cecchi-Pestellini, C.; Duley, W. W.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,430,1,264-273,2013,21,25.543931,21.01,0.82,0.9995,30.7272,5.194
WOS:000357117500032,10.5194/acp-15-7017-2015,n/a,Sulfur dioxide (SO2) from MIPAS in the upper troposphere and lower stratosphere 2002-2012,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000357117500032,"Hoepfner, M.; Boone, C. D.; Funke, B.; Glatthor, N.; Grabowski, U.",ATMOSPHERIC CHEMISTRY AND PHYSICS,METEOROLOGY & ATMOSPHERIC SCIENCES,15,12,7017-7037,2015,21,20.335099,10.69,1.03,1.9651,11.9886,5.509
WOS:000350521700003,10.1016/j.scitotenv.2014.10.112,MEDLINE:25604938,Atmospheric mercury in the Canadian Arctic. Part II: Insight from modeling,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000350521700003,"Dastoor, Ashu; Ryzhkov, Andrew; Dumford, Dorothy; Lehnherr, Igor; Steffen, Alexandra",SCIENCE OF THE TOTAL ENVIRONMENT,ENVIRONMENTAL SCIENCES,509,n/a,16-27,2015,21,38.466667,33.92,0.55,0.6192,46.3499,4.61
WOS:000330554100003,10.1587/transcom.E97.B.10,n/a,On Achieving High Survivability in Virtualized Data Centers,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000330554100003,"Rabbani, Md Golam; Zhani, Mohamed Faten; Boutaba, Raouf",IEICE TRANSACTIONS ON COMMUNICATIONS,"ENGINEERING, ELECTRICAL & ELECTRONIC; TELECOMMUNICATIONS",E97B,1,18-Oct,2014,21,2.351171,11.3,8.93,1.8588,12.2273,1.09
WOS:000401510900001,10.1038/ncomms15347,MEDLINE:28513580,Global perturbation of organic carbon cycling by river damming,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000401510900001,"Maavara, Taylor; Lauerwald, Ronny; Regnier, Pierre; Van Cappellen, Philippe",NATURE COMMUNICATIONS,"GEOSCIENCES, MULTIDISCIPLINARY; MULTIDISCIPLINARY SCIENCES",8,n/a,n/a,2017,21,11.886085,2.96,1.77,7.1018,0.8993,12.353
WOS:000401173700001,10.3847/1538-4357/aa6305,n/a,Imaging the Schwarzschild-radius-scale Structure of M87 with the Event Horizon Telescope Using Sparse Modeling,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000401173700001,"Akiyama, Kazunori; Kuramochi, Kazuki; Ikeda, Shiro; Fish, Vincent L.; Tazaki, Fumie",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,838,1,n/a,2017,21,5.746976,5.26,3.65,3.9944,3.5453,5.551
WOS:000362628400014,10.1021/acs.biochem.5b00691,MEDLINE:26356231,Biochemical Characterization of a Lanthanide-Dependent DNAzyme with Normal and Phosphorothioate-Modified Substrates,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000362628400014,"Vazin, Mahsa; Huang, Po-Jung Jimmy; Matuszek, Zaneta; Liu, Juewen",BIOCHEMISTRY,BIOCHEMISTRY & MOLECULAR BIOLOGY,54,39,6132-6138,2015,21,9.586777,12.26,2.19,1.7135,13.6975,2.997
WOS:000386243400016,10.1109/JSAC.2016.2605799,n/a,You Can Jam But You Cannot Hide: Defending Against Jamming Attacks for Geo-Location Database Driven Spectrum Sharing,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000386243400016,"Zhu, Haojin; Fang, Chenliaohui; Liu, Yao; Chen, Cailian; Li, Mengyuan",IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,"TELECOMMUNICATIONS; ENGINEERING, ELECTRICAL & ELECTRONIC",34,10,2723-2737,2016,21,16.446735,5.94,1.28,3.5364,5.1832,7.172
WOS:000390975700003,10.1016/j.bmc.2016.05.052,MEDLINE:27288182,The action mechanism of daptomycin,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000390975700003,"Taylor, Scott D.; Palmer, Michael",BIOORGANIC & MEDICINAL CHEMISTRY,"CHEMISTRY, MEDICINAL; BIOCHEMISTRY & MOLECULAR BIOLOGY; CHEMISTRY, ORGANIC",24,24,6253-6268,2016,21,6.050926,6.61,3.47,3.1761,2.8931,2.881
WOS:000381962200095,10.3847/0004-637X/826/1/95,n/a,THE JCMT GOULD BELT SURVEY: EVIDENCE FOR DUST GRAIN EVOLUTION IN PERSEUS STAR-FORMING CLUMPS,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000381962200095,"Chen, Michael Chun-Yuan; Di Francesco, J.; Johnstone, D.; Sadavoy, S.; Hatchell, J.",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,826,1,n/a,2016,21,10.784785,9.47,1.95,2.2178,10.6793,5.551
WOS:000348980200004,10.5194/nhess-15-45-2015,n/a,"Landslide susceptibility near highways is increased by 1 order of magnitude in the Andes of southern Ecuador, Loja province",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000348980200004,"Brenning, A.; Schwinn, M.; Ruiz-Paez, A. P.; Muenchow, J.",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,"GEOSCIENCES, MULTIDISCIPLINARY; WATER RESOURCES; METEOROLOGY & ATMOSPHERIC SCIENCES",15,1,45-57,2015,21,8.020101,8.87,2.62,2.3682,7.5183,2.281
WOS:000396968400002,10.1016/j.visres.2017.01.006,MEDLINE:28212982,"Vision science and adaptive optics, the state of the field",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000396968400002,"Marcos, Susana; Werner, John S.; Burns, Stephen A.; Merigan, William H.; Artal, Pablo",VISION RESEARCH,NEUROSCIENCES; OPHTHALMOLOGY; PSYCHOLOGY,132,n/a,Mar-33,2017,21,2.986842,2.5,7.03,8.3895,0.4083,2.069
WOS:000333451200005,10.1177/1754073913503383,n/a,Dissecting the Sociality of Emotion: A Multilevel Approach,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000333451200005,"Rogers, Kimberly B.; Schroeder, Tobias; von Scheve, Christian",EMOTION REVIEW,"PSYCHOLOGY, MULTIDISCIPLINARY",6,2,124-133,2014,21,16.897436,8.96,1.24,2.3441,10.4044,3.78
WOS:000353579600019,10.1051/0004-6361/201425460,n/a,Evidence for the inside-out growth of the stellar mass distribution in galaxy clusters since z similar to 1,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000353579600019,"van der Burg, Remco F. J.; Hoekstra, Henk; Muzzin, Adam; Sifon, Cristobal; Balogh, Michael L.",ASTRONOMY & ASTROPHYSICS,ASTRONOMY & ASTROPHYSICS,577,n/a,n/a,2015,21,15.12261,13.39,1.39,1.5681,18.5784,5.565
WOS:000323645000004,10.1071/EN13010,n/a,Arsenic binding to organic and inorganic sulfur species during microbial sulfate reduction: a sediment flow-through reactor experiment,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000323645000004,"Couture, Raoul-Marie; Wallschlaeger, Dirk; Rose, Jerome; Van Cappellen, Philippe",ENVIRONMENTAL CHEMISTRY,"ENVIRONMENTAL SCIENCES; CHEMISTRY, ANALYTICAL",10,4,285-294,2013,21,10.652174,15.69,1.97,1.3381,21.8923,2.923
WOS:000313563600014,10.1038/nbt.2467,MEDLINE:23302928,"The evolving landscape of plant varietal rights in the United States, 1930-2008",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000313563600014,"Pardey, Philip; Koo, Bonwoo; Drew, Jennifer; Horwich, Jeffrey; Nottenburg, Carol",NATURE BIOTECHNOLOGY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,31,1,25-29,2013,21,9.650485,4.5,2.18,4.6672,5.3905,35.724
WOS:000345218500009,10.1179/2045772314Y.0000000263,MEDLINE:25229735,A randomized trial of functional electrical stimulation for walking in incomplete spinal cord injury: Effects on walking competency,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000345218500009,"Kapadia, Naaz; Masani, Kei; Craven, B. Catharine; Giangregorio, Lora M.; Hitzig, Sander L.",JOURNAL OF SPINAL CORD MEDICINE,CLINICAL NEUROLOGY,37,5,511-524,2014,21,6.956522,12.51,3.02,1.6791,16.3823,1.882
WOS:000337860800012,10.1016/j.jcis.2014.04.025,MEDLINE:24910038,Characterization of glucose oxidation by gold nanoparticles using nanoceria,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000337860800012,"Lang, Nathan J.; Liu, Biwu; Liu, Juewen",JOURNAL OF COLLOID AND INTERFACE SCIENCE,"CHEMISTRY, PHYSICAL",428,n/a,78-83,2014,21,17.286119,20.78,1.21,1.0106,28.4856,5.091
WOS:000346240600002,10.1007/JHEP01(2014)153,n/a,Hairy planar black holes in higher dimensions,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000346240600002,"Acena, Andres; Anabalon, Andres; Astefanesei, Dumitru; Mann, Robert",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",n/a,1,n/a,2014,21,19.962649,14.01,1.05,1.499,20.1024,5.541
WOS:000412190300015,10.1001/jamapediatrics.2017.1579,MEDLINE:28783802,Association of Neonatal Glycemia With Neurodevelopmental Outcomes at 4.5 Years,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000412190300015,"McKinlay, Christopher J. D.; Alsweiler, Jane M.; Anstice, Nicola S.; Burakevych, Nataliia; Chakraborty, Arijit",JAMA PEDIATRICS,PEDIATRICS,171,10,972-983,2017,21,13.636364,1.86,1.54,11.2939,0.3763,10.769
WOS:000325076200009,10.1111/obr.12079,MEDLINE:24074214,Monitoring foods and beverages provided and sold in public sector settings,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000325076200009,"L'Abbe, M.; Schermel, A.; Minaker, L.; Kelly, B.; Lee, A.",OBESITY REVIEWS,ENDOCRINOLOGY & METABOLISM,14,n/a,96-107,2013,20,61.173913,33.85,0.33,0.5909,51.1677,8.483
WOS:000316593000003,10.1016/j.bandc.2013.01.002,MEDLINE:23485023,Combined effects of inversion and feature removal on N170 responses elicited by faces and car fronts,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000316593000003,"Kloth, Nadine; Itier, Roxane J.; Schweinberger, Stefan R.",BRAIN AND COGNITION,"NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL",81,3,321-328,2013,20,14.713115,17.14,1.36,1.1668,23.0859,2.574
WOS:000320436100001,10.1088/1367-2630/15/6/065008,n/a,Proposal for a coherent quantum memory for propagating microwave photons,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000320436100001,"Afzelius, M.; Sangouard, N.; Johansson, G.; Staudt, M. U.; Wilson, C. M.",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",15,n/a,n/a,2013,20,18.016393,13.94,1.11,1.4347,18.5007,3.579
WOS:000378600500002,10.1017/cjn.2016.18,MEDLINE:27307127,The Prevalence and Incidence of Dementia: a Systematic Review and Meta-analysis,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000378600500002,"Fiest, Kirsten M.; Jette, Nathalie; Roberts, Jodie I.; Maxwell, Colleen J.; Smith, Eric E.",CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,CLINICAL NEUROLOGY,43,n/a,S3-S50,2016,20,7.862069,10.53,2.54,1.8996,11.9448,2.006
WOS:000397304500082,10.3847/1538-4357/836/1/130,n/a,Alma Observations of Massive Molecular Gas Filaments Encasing Radio Bubbles in the Phoenix Cluster,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000397304500082,"Russell, H. R.; Mcdonald, M.; McNamara, B. R.; Fabian, A. C.; Nulsen, P. E. J.",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,836,1,n/a,2017,20,5.746976,5.26,3.48,3.8042,3.8807,5.551
WOS:000351675500010,10.1007/s11625-014-0278-0,n/a,Distant agricultural landscapes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000351675500010,"Clapp, Jennifer",SUSTAINABILITY SCIENCE,ENVIRONMENTAL SCIENCES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,10,2,305-316,2015,20,11.883721,11.55,1.68,1.7313,13.9467,3.855
WOS:000325212600039,10.1002/jgrd.50434,n/a,Validation of ozone data from the Superconducting Submillimeter-Wave Limb-Emission Sounder (SMILES),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000325212600039,"Imai, Koji; Manago, Naohiro; Mitsuda, Chihiro; Naito, Yoko; Nishimoto, Eriko",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,METEOROLOGY & ATMOSPHERIC SCIENCES,118,11,5750-5769,2013,20,22.927195,18.42,0.87,1.0856,27.6454,3.38
WOS:000385464600021,10.1021/acssensors.5b00306,n/a,In Vitro Selection in Serum: RNA-Cleaving DNAzymes for Measuring Ca2+ and Mg2+,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000385464600021,"Zhou, Wenhu; Zhang, Yupei; Ding, Jinsong; Liu, Juewen",ACS SENSORS,"CHEMISTRY, MULTIDISCIPLINARY; CHEMISTRY, ANALYTICAL; NANOSCIENCE & NANOTECHNOLOGY",1,5,600-606,2016,20,14.11,9.55,1.42,2.0944,7.356,5.711
WOS:000385623700001,10.1103/PhysRevB.94.155113,n/a,Theory of (2+1)-dimensional fermionic topological orders and fermionic/bosonic topological orders with symmetries,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000385623700001,"Lan, Tian; Kong, Liang; Wen, Xiao-Gang",PHYSICAL REVIEW B,"PHYSICS, APPLIED; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, CONDENSED MATTER",94,15,n/a,2016,20,8.414621,9.19,2.38,2.1756,9.1836,3.813
WOS:000351122900004,10.1179/2047773214Y.0000000168,MEDLINE:25546339,Is dengue a disease of poverty? A systematic review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000351122900004,"Mulligan, Kate; Dixon, Jenna; Sinn, Chi-Ling Joanna; Elliott, Susan J.",PATHOGENS AND GLOBAL HEALTH,"TROPICAL MEDICINE; PARASITOLOGY; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",109,1,18-Oct,2015,20,6.292683,8.06,3.18,2.4809,6.1935,1.703
WOS:000330731300013,10.1007/s00382-013-1674-3,n/a,"Spring-summer temperatures since AD 1780 reconstructed from stable oxygen isotope ratios in white spruce tree-rings from the Mackenzie Delta, northwestern Canada",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000330731300013,"Porter, Trevor J.; Pisaric, Michael F. J.; Field, Robert D.; Kokelj, Steven V.; Edwards, Thomas W. D.",CLIMATE DYNAMICS,METEOROLOGY & ATMOSPHERIC SCIENCES,42,4-Mar,771-785,2014,20,19.433915,14.49,1.03,1.3802,20.5497,3.774
