Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000380419900007,10.1016/j.eneco.2016.04.016,n/a,Hydropower externalities: A meta-analysis,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000380419900007,"Mattmann, Matteo; Logar, Ivana; Brouwer, Roy",ENERGY ECONOMICS,ECONOMICS,57,n/a,66-77,2016,12,8.20922,2.93,1.46,4.0902,5.0806,3.91
WOS:000396184400050,10.1016/j.surfcoat.2016.11.014,n/a,The effect of pure aluminum cold spray coating on corrosion and corrosion fatigue of magnesium (3% Al-1% Zn) extrusion,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000396184400050,"Diab, Mohammad; Pang, Xin; Jahed, Hamid",SURFACE & COATINGS TECHNOLOGY,"PHYSICS, APPLIED; MATERIALS SCIENCE, COATINGS & FILMS",309,n/a,423-435,2017,12,3.582609,4.48,3.35,2.6769,7.4949,2.906
WOS:000320270400014,10.1039/c3sm50837d,n/a,"Electrostatically directed liposome adsorption, internalization and fusion on hydrogel microparticles",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000320270400014,"Helwa, Youssef; Dave, Neeshma; Liu, Juewen",SOFT MATTER,"MATERIALS SCIENCE, MULTIDISCIPLINARY; POLYMER SCIENCE; PHYSICS, MULTIDISCIPLINARY; CHEMISTRY, PHYSICAL",9,26,6151-6158,2013,11,18.452863,17.23,0.6,0.6386,30.6457,3.709
WOS:000334736900018,10.1039/c4cc01433b,MEDLINE:24699762,Non-innocent pyridyl nitrogens: unprecedented interconversion of N-bridgehead-thiadiazolium salts and thiatriazine in the generation of thiatriazinyl,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000334736900018,"Leitch, Alicea A.; Korobkov, Ilia; Assoud, Abdeljalil; Brusso, Jaclyn L.",CHEMICAL COMMUNICATIONS,"CHEMISTRY, MULTIDISCIPLINARY",50,38,4934-4936,2014,11,26.394488,20.91,0.42,0.5261,46.6744,6.29
WOS:000382591200031,10.1016/j.ecolmodel.2016.07.004,n/a,"Climate change, cyanobacteria blooms and ecological status of lakes: A Bayesian network approach",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000382591200031,"Moe, S. Jannicke; Haande, Sigrid; Couture, Raoul-Marie",ECOLOGICAL MODELLING,ECOLOGY,337,n/a,330-347,2016,11,5.858621,6.63,1.88,1.6585,17.5435,2.507
WOS:000338629200002,10.1117/1.JPE.4.040998,n/a,Formulation strategies for optimizing the morphology of polymeric bulk heterojunction organic solar cells: a brief review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000338629200002,"Vongsaysy, Uyxing; Bassani, Dario M.; Servant, Laurent; Pavageau, Bertrand; Wantz, Guillaume",JOURNAL OF PHOTONICS FOR ENERGY,"OPTICS; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED",4,n/a,n/a,2014,11,20.142857,56.51,0.55,0.1946,53.7037,2.157
WOS:000375221500008,10.1136/tobaccocontrol-2014-052064,MEDLINE:25918129,"Cigarette brands with flavour capsules in the filter: trends in use and brand perceptions among smokers in the USA, Mexico and Australia, 2012-2014",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000375221500008,"Thrasher, James F.; Abad-Vivero, Erika N.; Moodie, Crawford; O'Connor, Richard J.; Hammond, David",TOBACCO CONTROL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",25,3,275-283,2016,11,10.028169,4.49,1.1,2.4503,8.5508,4.151
WOS:000366584900008,10.1177/1471301213518935,MEDLINE:24419355,Theoretical foundations guiding culture change: The work of the Partnerships in Dementia Care Alliance,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000366584900008,"Dupuis, Sherry; McAiney, Carrie A.; Fortune, Darla; Ploeg, Jenny; de Witt, Lorna",DEMENTIA-INTERNATIONAL JOURNAL OF SOCIAL RESEARCH AND PRACTICE,GERONTOLOGY,15,1,85-105,2016,11,4.15625,4.15,2.65,2.6475,9.1676,1.671
WOS:000371296000056,10.1016/j.matdes.2016.02.042,n/a,Effect of extension {1012} twins on texture evolution at elevated temperature deformation accompanied by dynamic recrystallization,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000371296000056,"Popova, E.; Brahme, A. P.; Staraselski, Y.; Agnew, S. R.; Mishra, R. K.",MATERIALS & DESIGN,"MATERIALS SCIENCE, MULTIDISCIPLINARY",96,n/a,446-457,2016,11,11.578692,9.75,0.95,1.1287,26.9544,4.525
WOS:000378041700047,10.1167/iovs.15-18936,MEDLINE:27206248,In Vivo Imaging and Morphometry of the Human Pre-Descemet's Layer and Endothelium With Ultrahigh-Resolution Optical Coherence Tomography,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000378041700047,"Bizheva, Kostadinka; Haines, Lacey; Mason, Erik; MacLellan, Benjamin; Tan, Bingyao",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,57,6,2782-2787,2016,11,7.200734,4.48,1.53,2.456,9.493,3.388
WOS:000363224900006,10.1038/jes.2015.7,MEDLINE:25805254,The Canadian Healthy Infant Longitudinal Development (CHILD) birth cohort study: assessment of environmental exposures,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000363224900006,"Takaro, Tim K.; Scott, James A.; Allen, Ryan W.; Anand, Sonia S.; Becker, Allan B.",JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY,"TOXICOLOGY; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; ENVIRONMENTAL SCIENCES",25,6,580-592,2015,11,9.310811,8.43,1.18,1.3055,17.712,3.083
WOS:000357114900003,10.1097/OPX.0000000000000615,MEDLINE:26002002,Biological and Clinical Implications of Lysozyme Deposition on Soft Contact Lenses,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000357114900003,"Omali, Negar Babaei; Subbaraman, Lakshman N.; Coles-Brennan, Chantal; Fadli, Zohra; Jones, Lyndon W.",OPTOMETRY AND VISION SCIENCE,OPHTHALMOLOGY,92,7,750-757,2015,11,9.090909,10.2,1.21,1.0783,33.1266,1.499
WOS:000364856100051,10.1016/j.nima.2015.10.023,n/a,Background radiation measurements at high power research reactors,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000364856100051,"Ashenfelter, J.; Balantekin, B.; Baldenegro, C. X.; Band, H. R.; Barclay, G.",NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,"PHYSICS, NUCLEAR; NUCLEAR SCIENCE & TECHNOLOGY; PHYSICS, PARTICLES & FIELDS; INSTRUMENTS & INSTRUMENTATION",806,n/a,401-419,2016,10,3.426357,4.74,2.92,2.1114,4.7485,1.336
WOS:000336035100020,10.1007/s10113-013-0537-0,n/a,Using qualitative scenarios to understand regional environmental change in the Canadian North,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000336035100020,"Wesche, Sonia D.; Armitage, Derek R.",REGIONAL ENVIRONMENTAL CHANGE,ENVIRONMENTAL SCIENCES; ENVIRONMENTAL STUDIES,14,3,1095-1108,2014,10,16.006173,12.31,0.62,0.8122,31.6031,2.872
WOS:000361906400002,10.1016/j.envsoft.2015.06.009,n/a,From meta-studies to modeling: Using synthesis knowledge to build broadly applicable process-based land change models,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000361906400002,"Magliocca, Nicholas R.; van Vliet, Jasper; Brown, Calum; Evans, Tom P.; Houet, Thomas",ENVIRONMENTAL MODELLING & SOFTWARE,"ENGINEERING, ENVIRONMENTAL; COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS; ENVIRONMENTAL SCIENCES",72,n/a,20-Oct,2015,10,14.641026,11.13,0.68,0.8986,26.2835,4.177
WOS:000390156400024,10.1167/iovs.16-19797,MEDLINE:27607417,Fine Motor Skills of Children With Amblyopia Improve Following Binocular Treatment,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000390156400024,"Webber, Ann L.; Wood, Joanne M.; Thompson, Benjamin",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,57,11,4713-4720,2016,10,7.200734,4.48,1.39,2.2327,11.3712,3.388
WOS:000345505000023,10.1002/btpr.1942,MEDLINE:25044686,Treating Cell Culture Media with UV Irradiation against Adventitious Agents: Minimal Impact on CHO Performance,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000345505000023,"Yen, Sandi; Sokolenko, Stanislav; Manocha, Bhavik; Blondeel, Eric J. M.; Aucoin, Marc G.",BIOTECHNOLOGY PROGRESS,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; FOOD SCIENCE & TECHNOLOGY,30,5,1190-1195,2014,10,9.875,11.48,1.01,0.8713,36.0339,1.947
WOS:000330917400005,10.1016/j.cbpc.2013.10.002,MEDLINE:24177273,"The effects of the lampricide 3-trifluoromethy1-4-nitrophenol (TFM) on fuel stores and ion balance in a non-target fish, the rainbow trout (Oncorhynchus mykiss)",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000330917400005,"Birceanu, Oana; Sorensen, Lisa A.; Henry, Matthew; McClelland, Grant B.; Wang, Yuxiang S.",COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,ZOOLOGY; BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM; TOXICOLOGY,160,n/a,30-41,2014,10,12.434211,10.58,0.8,0.9456,20.3596,2.426
WOS:000409474300006,10.1105/tpc.17.00073,MEDLINE:28808136,ePlant: Visualizing and Exploring Multiple Levels of Data for Hypothesis Generation in Plant Biology,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000409474300006,"Waese, Jamie; Fan, Jim; Pasha, Asher; Yu, Hans; Fucile, Geoffrey",PLANT CELL,PLANT SCIENCES; CELL BIOLOGY; BIOCHEMISTRY & MOLECULAR BIOLOGY,29,8,1806-1821,2017,10,9.403409,3.62,1.06,2.7626,4.6587,8.228
WOS:000315413900002,10.3934/amc.2013.7.1,n/a,ANOTHER LOOK AT SECURITY DEFINITIONS,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000315413900002,"Koblitz, Neal; Menezes, Alfred",ADVANCES IN MATHEMATICS OF COMMUNICATIONS,"COMPUTER SCIENCE, THEORY & METHODS; MATHEMATICS, APPLIED",7,1,Jan-38,2013,9,4,7.11,2.25,1.2656,20.706,0.564
WOS:000315413900003,10.3934/amc.2013.7.39,n/a,ON DEALER-FREE DYNAMIC THRESHOLD SCHEMES,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000315413900003,"Nojoumian, Mehrdad; Stinson, Douglas R.",ADVANCES IN MATHEMATICS OF COMMUNICATIONS,"MATHEMATICS, APPLIED; COMPUTER SCIENCE, THEORY & METHODS",7,1,39-56,2013,9,4,7.11,2.25,1.2656,20.706,0.564
WOS:000388504800005,10.1039/c6ta07804d,n/a,Impact of intermediate sites on bulk diffusion barriers: Mg intercalation in Mg2Mo3O8,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000388504800005,"Gautam, Gopalakrishnan Sai; Sun, Xiaoqi; Duffort, Victor; Nazar, Linda F.; Ceder, Gerbrand",JOURNAL OF MATERIALS CHEMISTRY A,"CHEMISTRY, PHYSICAL; ENERGY & FUELS; MATERIALS SCIENCE, MULTIDISCIPLINARY",4,45,17643-17648,2016,9,21.301102,10.63,0.42,0.8464,33.2482,9.931
WOS:000357143900039,10.1016/j.jallcom.2015.04.190,n/a,Local structure and thermoelectric properties of Mg2Si0.977-xGexBi0.023 (0.1 <= x <= 0.4),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000357143900039,"Farahi, Nader; Prabhudev, Sagar; Botton, Gianluigi A.; Zhao, Jianbao; Tse, John S.",JOURNAL OF ALLOYS AND COMPOUNDS,"CHEMISTRY, PHYSICAL; METALLURGY & METALLURGICAL ENGINEERING; MATERIALS SCIENCE, MULTIDISCIPLINARY",644,n/a,249-255,2015,9,11.433866,11.27,0.79,0.7986,28.3494,3.779
WOS:000353071000001,10.1016/j.healthpol.2014.10.019,MEDLINE:25476553,Impact of a quality improvement program on primary healthcare in Canada: A mixed-method evaluation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000353071000001,"Harris, Stewart B.; Green, Michael E.; Brown, Judith Belle; Roberts, Sharon; Russell, Grant",HEALTH POLICY,HEALTH CARE SCIENCES & SERVICES; HEALTH POLICY & SERVICES,119,4,405-416,2015,9,7.467836,6.33,1.21,1.4217,20.2934,2.293
WOS:000386188300007,10.1016/j.apgeog.2016.09.013,n/a,Water security and rainwater harvesting: A conceptual framework and candidate indicators,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000386188300007,"Bitterman, Patrick; Tate, Eric; Van Meter, Kimberly J.; Basu, Nandita B.",APPLIED GEOGRAPHY,GEOGRAPHY,76,n/a,75-84,2016,9,6.829787,3.08,1.32,2.9189,9.8548,3.117
WOS:000314285400020,10.1098/rsif.2012.0935,MEDLINE:23293140,Transient dynamic phenotypes as criteria for model discrimination: fold-change detection in Rhodobacter sphaeroides chemotaxis,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000314285400020,"Hamadeh, Abdullah; Ingalls, Brian; Sontag, Eduardo",JOURNAL OF THE ROYAL SOCIETY INTERFACE,MULTIDISCIPLINARY SCIENCES; BIOCHEMISTRY & MOLECULAR BIOLOGY,10,80,n/a,2013,9,17.929889,20.41,0.5,0.441,60.0265,3.355
WOS:000379609600013,10.1111/oik.02859,n/a,Autocorrelated environmental variation and the establishment of invasive species,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000379609600013,"Cuddington, Kim; Hastings, Alan",OIKOS,ECOLOGY,125,7,1027-1034,2016,9,7.833333,6.63,1.15,1.3569,23.8436,3.709
WOS:000371654700007,10.1016/j.chroma.2016.01.071,MEDLINE:26860049,A study of thin film solid phase microextraction methods for analysis of fluorinated benzoic acids in seawater,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000371654700007,"Boyaci, Ezel; Gorynski, Krzysztof; Viteri, C. Ricardo; Pawliszyn, Janusz",JOURNAL OF CHROMATOGRAPHY A,"BIOCHEMICAL RESEARCH METHODS; CHEMISTRY, ANALYTICAL",1436,n/a,51-58,2016,8,8.431452,6.65,0.95,1.2032,25.5562,3.716
WOS:000333667900020,10.1088/1475-7516/2014/03/020,n/a,Gravitational waves from preheatingin M-flation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000333667900020,"Ashoorioon, Amjad; Fung, Brandon; Mann, Robert B.; Oltean, Marius; Sheikh-Jabbari, M. M.",JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",n/a,3,n/a,2014,8,18.228788,15.46,0.44,0.5175,49.6739,5.126
WOS:000398089000040,10.1167/iovs.17-21543,MEDLINE:28319641,Correlation of Visually Evoked Functional and Blood Flow Changes in the Rat Retina Measured With a Combined OCT plus ERG System,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000398089000040,"Tan, Bingyao; Mason, Erik; MacLellan, Benjamin; Bizheva, Kostadinka K.",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,58,3,1673-1681,2017,8,3.303852,2.09,2.42,3.8306,5.4011,3.388
WOS:000374607000010,10.1016/j.csr.2016.02.007,n/a,Observations of nonlinear internal waves at a persistent coastal upwelling front,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000374607000010,"Walter, Ryan K.; Stastna, Marek; Woodson, C. Brock; Monismith, Stephen G.",CONTINENTAL SHELF RESEARCH,OCEANOGRAPHY,117,n/a,100-117,2016,8,4.310976,4.41,1.86,1.8156,17.3823,1.942
WOS:000352668800006,10.1016/j.futures.2015.01.006,n/a,"Youth-led social change: Topics, engagement types, organizational types, strategies, and impacts",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000352668800006,"Ho, Elaine; Clarke, Amelia; Dougherty, Ilona",FUTURES,ECONOMICS; Regional & Urban Planning,67,n/a,52-62,2015,8,9.123711,5.45,0.88,1.468,17.7804,2.256
WOS:000370820500013,10.1016/j.jpeds.2015.11.033,MEDLINE:26746121,Efficacy of Low-Dose Buspirone for Restricted and Repetitive Behavior in Young Children with Autism Spectrum Disorder: A Randomized Trial,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000370820500013,"Chugani, Diane C.; Chugani, Harry T.; Wiznitzer, Max; Parikh, Sumit; Evans, Patricia A.",JOURNAL OF PEDIATRICS,PEDIATRICS,170,n/a,45-+,2016,8,7.243461,3.87,1.1,2.0678,13.5647,3.667
WOS:000413921300058,10.1002/2017GL074702,n/a,Quantifying CO2 Emissions From Individual Power Plants From Space,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000413921300058,"Nassar, Ray; Hill, Timothy G.; McLinden, Chris A.; Wunch, Debra; Jones, Dylan B. A.",GEOPHYSICAL RESEARCH LETTERS,"GEOSCIENCES, MULTIDISCIPLINARY",44,19,10045-10053,2017,8,4.991416,2.96,1.6,2.7055,8.8876,4.339
WOS:000374602000023,10.1016/j.envsoft.2015.12.014,n/a,"Systematically linking qualitative elements of scenarios across levels, scales, and sectors",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000374602000023,"Schweizer, Vanessa Jine; Kurniawan, Jude Herijadi",ENVIRONMENTAL MODELLING & SOFTWARE,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS; ENVIRONMENTAL SCIENCES; ENGINEERING, ENVIRONMENTAL",79,n/a,322-333,2016,8,8.856631,7.23,0.9,1.1059,21.4308,4.177
WOS:000413256400088,10.1149/2.1301709jes,n/a,Evaluation of Electrospun Fibrous Mats Targeted for Use as Flow Battery Electrodes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000413256400088,"Liu, Selina; Kok, Matt; Kim, Yongwook; Barton, John L.; Brushett, Fikile R.",JOURNAL OF THE ELECTROCHEMICAL SOCIETY,"MATERIALS SCIENCE, COATINGS & FILMS; ELECTROCHEMISTRY",164,9,A2038-A2048,2017,8,3.643396,4.81,2.2,1.6626,16.0915,3.662
WOS:000365369900005,10.1016/j.gloplacha.2015.02.013,n/a,"Holocene climate and environmental change in north-eastern Kamchatka (Russian Far East), inferred from a multi-proxy study of lake sediments",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000365369900005,"Andren, Elinor; Klimaschewski, Andrea; Self, Angela E.; Amour, Natalie St.; Andreev, Andrei A.",GLOBAL AND PLANETARY CHANGE,"GEOSCIENCES, MULTIDISCIPLINARY; GEOGRAPHY, PHYSICAL",134,n/a,41-54,2015,8,13.791045,9.1,0.58,0.8794,39.1755,3.982
WOS:000366375700020,10.1088/2040-8978/17/12/125201,n/a,Broadband indistinguishability from bright parametric downconversion in a semiconductor waveguide,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000366375700020,"Guenthner, T.; Pressl, B.; Laiho, K.; Gessler, J.; Hoefling, S.",JOURNAL OF OPTICS,OPTICS,17,12,n/a,2015,8,5.269036,8.07,1.52,0.9916,32.4149,2.323
WOS:000366065400001,10.1016/j.cogpsych.2015.08.006,MEDLINE:26413888,Why is number word learning hard? Evidence from bilingual learners,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000366065400001,"Wagner, Katie; Kimura, Katherine; Cheung, Pierina; Barner, David",COGNITIVE PSYCHOLOGY,"PSYCHOLOGY; PSYCHOLOGY, EXPERIMENTAL",83,n/a,21-Jan,2015,8,11.3125,7.95,0.71,1.0066,35.228,3.104
WOS:000367407000061,10.1016/j.ecolind.2015.06.041,n/a,Impacts of a tertiary treated municipal wastewater effluent on the carbon and nitrogen stable isotope signatures of two darter species (Etheostoma blennioides and E. caeruleum) in a small receiving environment,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000367407000061,"Robinson, Chris S.; Tetreault, Gerald R.; McMaster, Mark E.; Servos, Mark R.",ECOLOGICAL INDICATORS,ENVIRONMENTAL SCIENCES; BIODIVERSITY CONSERVATION,60,n/a,594-602,2016,8,9.250364,6.31,0.86,1.2686,23.873,3.983
WOS:000341363200033,10.1039/c4ra06740a,n/a,Preparation of composite electrodes with carbon nanotubes for lithium-ion batteries by low-energy ball milling,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000341363200033,"Tao, T.; Rahman, M. M.; Ramireddy, T.; Sunarso, J.; Chen, Y.",RSC ADVANCES,"CHEMISTRY, MULTIDISCIPLINARY",4,69,36649-36655,2014,8,13.004267,20.91,0.62,0.3826,56.0764,2.936
WOS:000403961600001,10.1186/s40152-017-0062-8,n/a,The impact of coastal grabbing on community conservation - a global reconnaissance,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000403961600001,"Bavinck, Maarten; Berkes, Fikret; Charles, Anthony; Carolina Esteves Dias, Ana; Doubleday, Nancy",MARITIME STUDIES,ENVIRONMENTAL STUDIES,16,n/a,n/a,2017,8,1.636364,2.57,4.89,3.114,7.6853,n/a
WOS:000403988100008,10.1016/j.ecolecon.2017.04.028,n/a,"Is Adaptive Co-management Delivering? Examining Relationships Between Collaboration, Learning and Outcomes in UNESCO Biosphere Reserves",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000403988100008,"Plummer, Ryan; Baird, Julia; Dzyundzyak, Angela; Armitage, Derek; Bodin, Orjan",ECOLOGICAL ECONOMICS,ENVIRONMENTAL STUDIES; ECONOMICS; ECOLOGY; ENVIRONMENTAL SCIENCES,140,n/a,79-88,2017,7,4.545455,2.43,1.54,2.8795,4.5538,3.895
