Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000445712400325,10.3390/s18082725,MEDLINE:30126235,Activity Recognition Invariant to Wearable Sensor Unit Orientation Using Differential Rotational Transformations Represented by Quaternions,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445712400325,"Yurtman, Aras; Barshan, Billur; Fidan, Baris",SENSORS,"INSTRUMENTS & INSTRUMENTATION; CHEMISTRY, ANALYTICAL; ELECTROCHEMISTRY",18,8,n/a,2018,2,0.929669,1.55,2.15,1.2932,25.0442,2.475
WOS:000426953900003,10.1007/s11242-017-0973-2,n/a,Capillary Hysteresis in Neutrally Wettable Fibrous Media: A Pore Network Study of a Fuel Cell Electrode,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426953900003,"Tranter, T. G.; Gostick, J. T.; Burns, A. D.; Gale, W. F.",TRANSPORT IN POROUS MEDIA,"ENGINEERING, CHEMICAL",121,3,597-620,2018,2,0.855491,1.9,2.34,1.054,34.0581,2.211
WOS:000426497400001,10.2196/mhealth.9011,MEDLINE:29500157,Crush the Crave: Development and Formative Evaluation of a Smartphone App for Smoking Cessation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426497400001,"Baskerville, Neill B.; Struik, Laura L.; Dash, Darly",JMIR MHEALTH AND UHEALTH,HEALTH CARE SCIENCES & SERVICES; MEDICAL INFORMATICS,6,3,n/a,2018,2,0.702222,0.78,2.85,2.5494,15.3585,4.541
WOS:000427529100048,10.3390/met8010048,n/a,Microstructure and Tensile-Shear Properties of Resistance Spot-Welded Medium Mn Steel,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427529100048,"Jia, Qiang; Liu, Lei; Guo, Wei; Peng, Yun; Zou, Guisheng",METALS,"METALLURGY & METALLURGICAL ENGINEERING; MATERIALS SCIENCE, MULTIDISCIPLINARY",8,1,n/a,2018,2,0.633037,1.5,3.16,1.3313,26.6237,1.704
WOS:000429062200005,10.1167/tvst.7.2.11,MEDLINE:29600119,A Rapid Extraction Method to Quantify Drug Uptake in Contact Lenses,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429062200005,"Phan, Chau-Minh; Weber, Sarah; Mueller, Jennifer; Yee, Alan; Jones, Lyndon",TRANSLATIONAL VISION SCIENCE & TECHNOLOGY,OPHTHALMOLOGY,7,2,n/a,2018,2,0.496894,0.63,4.03,3.1584,13.9379,2.193
WOS:000452326800006,10.1103/PhysRevD.98.115007,n/a,Asymptotically safe Pati-Salam theory,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000452326800006,"Molinaro, E.; Sannino, F.; Wang, Z. W.",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",98,11,n/a,2018,2,2.393201,2.08,0.84,0.9627,37.2754,4.394
WOS:000431291500032,10.1038/s41598-018-25428-2,MEDLINE:29725071,Tissue storage affects lipidome profiling in comparison to in vivo microsampling approach,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431291500032,"Roszkowska, Anna; Yu, Miao; Bessonneau, Vincent; Bragg, Leslie; Servos, Mark",SCIENTIFIC REPORTS,BIOCHEMISTRY & MOLECULAR BIOLOGY,8,n/a,n/a,2018,2,1.078694,1.5,1.85,1.3377,28.483,4.122
WOS:000426813200018,10.1371/journal.pone.0193592,MEDLINE:29509807,"Structural, functional and blood perfusion changes in the rat retina associated with elevated intraocular pressure, measured simultaneously with a combined OCT plus ERG system",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426813200018,"Tan, Bingyao; MacLellan, Benjamin; Mason, Erik; Bizheva, Kostadinka",PLOS ONE,OPHTHALMOLOGY,13,3,n/a,2018,2,0.586908,0.63,3.41,3.1584,13.9379,2.766
WOS:000444112800043,10.3390/ma11081306,MEDLINE:30060574,Pattern-Dependent Mammalian Cell (Vero) Morphology on Tantalum/Silicon Oxide 3D Nanocomposites,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444112800043,"Moussa, Hassan I.; Logan, Megan; Chan, Wing Y.; Wong, Kingsley; Rao, Zheng",MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY",11,8,n/a,2018,2,0.883299,1.82,2.26,1.0975,32.8404,2.467
WOS:000451640500044,10.3390/ijerph15112370,MEDLINE:30373158,Stress Testing the Capacity of Health Systems to Manage Climate Change-Related Shocks and Stresses,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451640500044,"Ebi, Kristie L.; Berry, Peter; Hayes, Katie; Boyer, Christopher; Sellers, Samuel",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; ENVIRONMENTAL SCIENCES",15,11,n/a,2018,2,0.689001,0.98,2.9,2.0453,15.2367,2.145
WOS:000436206600001,10.2196/mhealth.9489,MEDLINE:29884602,The Crush the Crave Quit Smoking App and Young Adult Smokers: Qualitative Case Study of Affordances,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436206600001,"Struik, Laura L.; Bottorff, Joan L.; Baskerville, Neill Bruce; Oliffe, John L.",JMIR MHEALTH AND UHEALTH,HEALTH CARE SCIENCES & SERVICES; MEDICAL INFORMATICS,6,6,n/a,2018,2,0.702222,0.78,2.85,2.5494,15.3585,4.541
WOS:000444030000001,10.1088/1367-2630/aadcc7,n/a,From randomized bench marking experiments to gate-set circuit fidelity: how to interpret randomized benchmarking decay parameters,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000444030000001,"Carignan-Dugas, Arnaud; Boone, Kristine; Wallman, Joel J.; Emerson, Joseph",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",20,n/a,n/a,2018,2,1.603858,1.46,1.25,1.3677,24.7876,3.579
WOS:000431080800002,10.1186/s12882-018-0894-5,MEDLINE:29699499,Factors influencing dialysis withdrawal: a scoping review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431080800002,"Qazi, Hammad Ali; Chen, Helen; Zhu, Meng",BMC NEPHROLOGY,UROLOGY & NEPHROLOGY,19,n/a,n/a,2018,2,0.590909,1.44,3.38,1.3914,29.845,2.395
WOS:000440959700007,10.1016/j.precamres.2018.06.004,n/a,Mesoarchean exhumation of the Akia terrane and a common Neoarchean tectonothermal history for West Greenland,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000440959700007,"Kirkland, C. L.; Yalcymchuk, C.; Hollis, J.; Heide-Jorgensen, H.; Danigik, M.",PRECAMBRIAN RESEARCH,"GEOSCIENCES, MULTIDISCIPLINARY",314,n/a,129-144,2018,2,1.525692,1.07,1.31,1.8663,22.806,3.907
WOS:000443175500011,10.1126/sciadv.aao7212,MEDLINE:29928691,Basal channels drive active surface hydrology and transverse ice shelf fracture,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443175500011,"Dow, Christine F.; Lee, Won Sang; Greenbaum, Jamin S.; Greene, Chad A.; Blankenship, Donald D.",SCIENCE ADVANCES,"GEOSCIENCES, MULTIDISCIPLINARY",4,6,n/a,2018,2,3.436508,1.07,0.58,1.8663,22.806,11.511
WOS:000430521500010,10.1016/j.neuropsychologia.2018.03.017,MEDLINE:29550524,The neural systems for perceptual updating,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430521500010,"Stoettinger, Elisabeth; Aichhorn, Markus; Anderson, Britt; Danckert, James",NEUROPSYCHOLOGIA,"PSYCHOLOGY, EXPERIMENTAL; BEHAVIORAL SCIENCES; NEUROSCIENCES",112,n/a,86-94,2018,2,1.033333,1,1.94,2.0043,19.1126,2.889
WOS:000425275200009,10.1117/1.JBO.23.2.025001,MEDLINE:29405048,Elucidating the contribution of Rayleigh scattering to the bluish appearance of veins,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425275200009,"Van Leeuwen, Spencer R.; Baranoski, Gladimir V. G.",JOURNAL OF BIOMEDICAL OPTICS,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING; BIOCHEMICAL RESEARCH METHODS; OPTICS",23,2,n/a,2018,1,0.736434,1.08,1.36,0.9271,41.4746,2.367
WOS:000449447000003,10.1016/j.plefa.2017.01.012,MEDLINE:28189338,Dynamic interactions of n-3 and n-6 fatty acid nutrients,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000449447000003,"Lands, B.; Bibus, D.; Stark, K. D.",PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,ENDOCRINOLOGY & METABOLISM; BIOCHEMISTRY & MOLECULAR BIOLOGY; CELL BIOLOGY,136,n/a,15-21,2018,1,1.313131,1.53,0.76,0.6529,48.7713,2.437
WOS:000427643200001,10.1103/PhysRevAccelBeams.21.032002,n/a,Field of first magnetic flux entry and pinning strength of superconductors for rf application measured with muon spin rotation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427643200001,"Junginger, T.; Abidi, S. H.; Maffett, R. D.; Buck, T.; Dehn, M. H.",PHYSICAL REVIEW ACCELERATORS AND BEAMS,"PHYSICS, NUCLEAR; PHYSICS, PARTICLES & FIELDS",21,3,n/a,2018,1,0.605128,1.55,1.65,0.6437,44.1321,1.413
WOS:000440074200001,10.1002/jia2.25150,MEDLINE:30047573,"Using safe, affordable and accessible non-steroidal anti-inflammatory drugs to reduce the number of HIV target cells in the blood and at the female genital tract",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000440074200001,"Lajoie, Julie; Birse, Kenzie; Mwangi, Lucy; Chen, Yufei; Cheruiyol, Juliana",JOURNAL OF THE INTERNATIONAL AIDS SOCIETY,INFECTIOUS DISEASES; IMMUNOLOGY,21,7,n/a,2018,1,1.248062,1.21,0.8,0.8234,44.8022,5.135
WOS:000446827300005,10.1111/conl.12562,n/a,Participation in planning and social networks increase social monitoring in community-based conservation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000446827300005,"Alexander, Steven M.; Epstein, Graham; Bodin, Orjan; Armitage, Derek; Campbell, Donovan",CONSERVATION LETTERS,BIODIVERSITY CONSERVATION,11,5,n/a,2018,1,2.438776,1.17,0.41,0.8519,47.4369,7.279
WOS:000451350600005,10.1152/jn.00477.2018,MEDLINE:30044672,Estimating the sensorimotor components of cybersickness,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451350600005,"Weech, Seamas; Varghese, Jessy Parokaran; Barnett-Cowan, Michael",JOURNAL OF NEUROPHYSIOLOGY,PHYSIOLOGY; NEUROSCIENCES,120,5,2201-2217,2018,1,0.779859,1.11,1.28,0.9004,45.6467,2.502
WOS:000432098300015,10.1177/1461444817711403,MEDLINE:30581359,Megabooth: The cultural intermediation of indie games,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000432098300015,"Parker, Felan; Whitson, Jennifer R.; Simon, Bart",NEW MEDIA & SOCIETY,COMMUNICATION,20,5,1953-1972,2018,1,1.629167,0.53,0.61,1.8858,26.6042,3.121
WOS:000445599600014,10.1111/nyas.13868,MEDLINE:29863790,"Neuroimaging, neuromodulation, and population health: the neuroscience of chronic disease prevention",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445599600014,"Hall, Peter A.; Bickel, Warren K.; Erickson, Kirk I.; Wagner, Dylan D.",ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,NEUROSCIENCES,1428,1,240-256,2018,1,2.352518,2.32,0.43,0.4302,64.8196,4.277
WOS:000454739500153,10.1136/bmjopen-2018-023496,MEDLINE:30355793,Plain packaging of waterpipe tobacco? A qualitative analysis exploring waterpipe smokers' and non-smokers' responses to enhanced versus existing pictorial health warnings in Egypt,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000454739500153,"Mostafa, Aya; Mohammed, Heba Tallah; Hussein, Wafaa Mohamed; Elhabiby, Mahmoud; Safwat, Wael",BMJ OPEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",8,10,n/a,2018,1,0.499052,0.74,2,1.3605,36.0808,2.413
WOS:000424971300002,10.5194/hess-22-1193-2018,n/a,Parametric soil water retention models: a critical evaluation of expressions for the full moisture range,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424971300002,"Madi, Raneem; de Rooij, Gerrit Huibert; Mielenz, Henrike; Mai, Juliane",HYDROLOGY AND EARTH SYSTEM SCIENCES,"WATER RESOURCES; GEOSCIENCES, MULTIDISCIPLINARY",22,2,n/a,2018,1,1.345304,1,0.74,0.9997,41.4887,4.256
WOS:000436252200001,10.1007/s10551-018-3922-2,n/a,Cross-Sector Partnerships for Systemic Change: Systematized Literature Review and Agenda for Further Research,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436252200001,"Clarke, Amelia; Crane, Andrew",JOURNAL OF BUSINESS ETHICS,BUSINESS; ETHICS,150,2,303-313,2018,1,1.666667,0.66,0.6,1.5125,30.3549,2.917
WOS:000436570100320,10.3390/su10062008,n/a,The Impact of Green Lending on Credit Risk in China,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436570100320,"Cui, Yujun; Geobey, Sean; Weber, Olaf; Lin, Haiying",SUSTAINABILITY,ENVIRONMENTAL STUDIES; ENVIRONMENTAL SCIENCES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,10,6,n/a,2018,1,0.758958,1.31,1.32,0.762,43.0182,2.075
WOS:000426734600105,10.3390/en11020362,n/a,Simulation-Optimization Framework for Synthesis and Design of Natural Gas Downstream Utilization Networks,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426734600105,"Al-Sobhi, Saad A.; Elkamel, Ali; Erenay, Fatih S.; Shaik, Munawar A.",ENERGIES,ENERGY & FUELS,11,2,n/a,2018,1,1.102893,2.09,0.91,0.4789,60.8812,2.676
WOS:000428557700022,10.3390/ijgi7030101,n/a,Investigating the Influences of Tree Coverage and Road Density on Property Crime,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428557700022,"Ye, Chengming; Chen, Yifei; Li, Jonathan",ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,"GEOGRAPHY, PHYSICAL; REMOTE SENSING",7,3,n/a,2018,1,0.712766,1.18,1.4,0.8478,47.286,1.723
WOS:000445318100021,10.1016/j.jvcir.2018.06.001,n/a,Multiple disjoint dictionaries for representation of histopathology images,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445318100021,"Zhu, Shujin; Li, Yuehua; Kalra, Shivam; Tizhoosh, H. R.",JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,"COMPUTER SCIENCE, SOFTWARE ENGINEERING; COMPUTER SCIENCE, INFORMATION SYSTEMS",55,n/a,243-252,2018,1,0.506073,0.86,1.98,1.1636,32.138,1.836
WOS:000431035300036,10.1007/s00520-017-4039-3,MEDLINE:29313130,A national study of the unmet needs of support persons of haematological cancer survivors in rural and urban areas of Australia,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431035300036,"Lynagh, Marita C.; Williamson, A.; Bradstock, K.; Campbell, S.; Carey, M.",SUPPORTIVE CARE IN CANCER,REHABILITATION; HEALTH CARE SCIENCES & SERVICES; ONCOLOGY,26,6,1967-1977,2018,1,0.798054,0.76,1.25,1.3188,32.0326,2.676
WOS:000425779500001,10.5194/gmd-11-631-2018,n/a,Coupling the Canadian Terrestrial Ecosystem Model (CTEM v. 2.0) to Environment and Climate Change Canada's greenhouse gas forecast model (v.107-glb),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425779500001,"Badawy, Bakr; Polavarapu, Saroja; Jones, Dylan B. A.; Deng, Feng; Neish, Michael",GEOSCIENTIFIC MODEL DEVELOPMENT,"GEOSCIENCES, MULTIDISCIPLINARY",11,2,631-663,2018,1,1.631579,1.07,0.61,0.9332,45.8391,4.252
WOS:000451467600011,10.3758/s13423-018-1460-7,MEDLINE:29943172,Characterizing belief bias in syllogistic reasoning: A hierarchical Bayesian meta-analysis of ROC data,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451467600011,"Trippas, Dries; Kellen, David; Singmann, Henrik; Pennycook, Gordon; Koehler, Derek J.",PSYCHONOMIC BULLETIN & REVIEW,"PSYCHOLOGY, MATHEMATICAL; PSYCHOLOGY, EXPERIMENTAL",25,6,2141-2174,2018,1,2.339506,1.12,0.43,0.8929,44,3.092
WOS:000434711700193,10.3390/ma11050843,MEDLINE:29783704,The Application of Globular Water-Atomized Iron Powders for Additive Manufacturing by a LENS Technique,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000434711700193,"Durejko, Tomasz; Aniszewska, Justyna; Zietala, Michal; Antolak-Dudka, Anna; Czujko, Tomasz",MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY",11,5,n/a,2018,1,0.883299,1.82,1.13,0.5487,54.3581,2.467
WOS:000425309400010,10.1007/s11469-017-9816-1,MEDLINE:29491770,A Pilot Evaluation of a Tutorial to Teach Clients and Clinicians About Gambling Game Design,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425309400010,"Turner, Nigel E.; Robinson, Janine; Harrigan, Kevin; Ferentzy, Peter; Jindani, Farah",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,"PSYCHOLOGY, CLINICAL; PSYCHIATRY; SUBSTANCE ABUSE",16,1,136-149,2018,1,0.896226,0.95,1.12,1.0474,42.6384,1.192
WOS:000448756700003,10.1103/PhysRevLett.121.183602,MEDLINE:30444408,Generation of a Lattice of Spin-Orbit Beams via Coherent Averaging,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000448756700003,"Sarenac, D.; Cory, D. G.; Nsofini, J.; Hincks, I.; Miguel, P.",PHYSICAL REVIEW LETTERS,"PHYSICS, MULTIDISCIPLINARY",121,18,n/a,2018,1,3.520518,1.46,0.28,0.6839,44.2788,8.839
WOS:000456527000017,10.3390/ijerph15122626,MEDLINE:30477122,Assessing Health Vulnerabilities and Adaptation to Climate Change: A Review of International Progress,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000456527000017,"Berry, Peter; Enright, Paddy M.; Shumake-Guillemot, Joy; Prats, Elena Villalobos; Campbell-Lendrum, Diarmid",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; ENVIRONMENTAL SCIENCES",15,12,n/a,2018,1,1.478927,1.98,0.68,0.5042,50.592,2.145
WOS:000451640500189,10.3390/ijerph15112515,MEDLINE:30423998,Transitions in Tobacco Product Use by US Adults between 2013-2014 and 2014-2015: Findings from the PATH Study Wave 1 and Wave 2,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451640500189,"Kasza, Karin A.; Borek, Nicolette; Conway, Kevin P.; Goniewicz, Maciej L.; Stanton, Cassandra A.",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; ENVIRONMENTAL SCIENCES",15,11,n/a,2018,1,0.689001,0.98,1.45,1.0226,36.0808,2.145
WOS:000430290200055,10.1371/journal.pone.0195760,MEDLINE:29668750,Assessing trade-offs in large marine protected areas,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430290200055,"Davies, Tammy E.; Epstein, Graham; Aguilera, Stacy E.; Brooke, Cassandra M.; Cox, Michael",PLOS ONE,ECOLOGY,13,4,n/a,2018,1,0.586908,1.14,1.7,0.8801,46.0517,2.766
WOS:000443880400001,10.1080/22423982.2018.1510714,MEDLINE:30157724,"Design of a human biomonitoring community-based project in the Northwest Territories, Mackenzie Valley Canada, to investigate the links between nutrition, contaminants and country foods",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443880400001,"Ratelle, Mylene; Laird, Matthew; Majowicz, Shannon; Skinner, Kelly; Swanson, Heidi",INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",77,1,n/a,2018,1,0.263158,0.74,3.8,1.3605,36.0808,1.055
WOS:000429435600012,10.1007/s00027-018-0564-5,n/a,Observations on the dynamics and fate of dissolved organic phosphorus in lake water and a new model of eplimnetic P cycling,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429435600012,"Taylor, William D.; Lean, David R. S.",AQUATIC SCIENCES,LIMNOLOGY; MARINE & FRESHWATER BIOLOGY; ENVIRONMENTAL SCIENCES,80,2,n/a,2018,1,0.75,0.94,1.33,1.0613,39.3882,3.622
WOS:000440928800004,10.1002/lno.10787,n/a,Inconsequential effects of flooding in 2014 on lakes in the Peace-Athabasca Delta (Canada) due to long-term drying,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000440928800004,"Remmer, Casey R.; Klemt, Wynona H.; Wolfe, Brent B.; Hall, Roland, I",LIMNOLOGY AND OCEANOGRAPHY,LIMNOLOGY; OCEANOGRAPHY,63,4,1502-1518,2018,1,1.550926,0.78,0.64,1.2748,39.3882,3.595
WOS:000447811800016,10.1007/s10899-018-9770-2,MEDLINE:29594722,Unclaimed Prize Information Biases Perceptions of Winning in Scratch Card Gambling,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000447811800016,"Walker, Alexander C.; Stange, Madison; Fugelsang, Jonathan A.; Koehler, Derek J.; Dixon, Mike J.",JOURNAL OF GAMBLING STUDIES,"PSYCHOLOGY, MULTIDISCIPLINARY; SUBSTANCE ABUSE",34,4,1355-1375,2018,1,1.012987,0.77,0.99,1.2967,33.4858,2.09
