DOI,Filename,Article Title,Authors,Source,Research Area,Publication Date,Times Cited,publisher,is-referenced-by-count,container-title,subject,crossref-data,is_oa,journal_is_oa,oa_status
10.1093/ntr/ntt075,OA 2013-2017.csv,Relationship of Cigarette-Related Perceptions to Cigarette Design Features: Findings From the 2009 ITC US Survey,"O'Connor, Richard J.; Caruso, Rosalie V.; Borland, Ron; Cummings, K. Michael; Bansal-Travers, Maansi",NICOTINE & TOBACCO RESEARCH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2013,14,Oxford University Press (OUP),12,Nicotine & Tobacco Research,,True,True,False,green
10.5194/hess-17-1093-2013,OA 2013-2017.csv,Global hydrobelts and hydroregions: improved reporting scale for water-related issues?,"Meybeck, M.; Kummu, M.; Duerr, H. H.",HYDROLOGY AND EARTH SYSTEM SCIENCES,"WATER RESOURCES; GEOSCIENCES, MULTIDISCIPLINARY",2013,14,Copernicus GmbH,12,Hydrology and Earth System Sciences,,True,True,True,gold
10.1002/2016GL071789,"OA 2013-2017.csv,OA other 2013-2017.csv",Snow cover response to temperature in observational and climate model ensembles,"Mudryk, L. R.; Kushner, P. J.; Derksen, C.; Thackeray, C.",GEOPHYSICAL RESEARCH LETTERS,"GEOSCIENCES, MULTIDISCIPLINARY",2017,14,American Geophysical Union (AGU),18,Geophysical Research Letters,,True,True,False,hybrid
10.1007/s00221-013-3741-8,"OA 2013-2017.csv,OA other 2013-2017.csv",Human sensitivity to vertical self-motion,"Nesti, Alessandro; Barnett-Cowan, Michael; MacNeilage, Paul R.; Buelthoff, Heinrich H.",EXPERIMENTAL BRAIN RESEARCH,NEUROSCIENCES,2014,14,Springer Nature,15,Experimental Brain Research,General Neuroscience,True,True,False,hybrid
10.1016/j.drugalcdep.2014.07.019,OA 2013-2017.csv,Socioeconomic status and smokers' number of smoking friends: Findings from the International Tobacco Control (ITC) Four Country Survey,"Hitchman, Sara C.; Fong, Geoffrey T.; Zanna, Mark P.; Thrasher, James F.; Chung-Hall, Janet",DRUG AND ALCOHOL DEPENDENCE,SUBSTANCE ABUSE; PSYCHIATRY,2014,14,Elsevier BV,17,Drug and Alcohol Dependence,,True,True,False,green
10.1038/srep22582,OA 2013-2017.csv,Maternal Cortisol Mediates Hypothalamus-Pituitary-Interrenal Axis Development in Zebrafish,"Nesan, Dinushan; Vijayan, Mathilakath M.",SCIENTIFIC REPORTS,MULTIDISCIPLINARY SCIENCES; ENDOCRINOLOGY & METABOLISM,2016,14,Springer Science and Business Media LLC,21,Scientific Reports,Multidisciplinary,True,True,True,gold
10.1103/PhysRevB.92.245114,OA 2013-2017.csv,"Gapped and gapless short-range-ordered magnetic states with (1/2,1/2,1/2) wave vectors in the pyrochlore magnet Tb2+xTi2-xO7+delta","Kermarrec, E.; Maharaj, D. D.; Gaudet, J.; Fritsch, K.; Pomaranski, D.",PHYSICAL REVIEW B,"PHYSICS, APPLIED; PHYSICS, CONDENSED MATTER; MATERIALS SCIENCE, MULTIDISCIPLINARY",2015,14,American Physical Society (APS),14,Physical Review B,,True,True,False,hybrid
10.1093/biosci/biu084,OA 2013-2017.csv,Responsible Use of Language in Scientific Writing and Science Communication,"Kueffer, Christoph; Larson, Brendon M. H.",BIOSCIENCE,BIOLOGY,2014,14,Oxford University Press (OUP),19,BioScience,,True,True,False,bronze
10.1016/j.mechatronics.2015.04.020,OA 2013-2017.csv,Real-time predictive control strategy for a plug-in hybrid electric powertrain,"Taghavipour, Amir; Azad, Nasser L.; McPhee, John",MECHATRONICS,"AUTOMATION & CONTROL SYSTEMS; ENGINEERING, ELECTRICAL & ELECTRONIC; COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE; ENGINEERING, MECHANICAL",2015,14,Elsevier BV,18,Mechatronics,,True,True,False,green
10.1186/1471-2458-13-346,OA 2013-2017.csv,"Time perspective as a predictor of smoking status: findings from the International Tobacco Control (ITC) Surveys in Scotland, France, Germany, China, and Malaysia","Sansone, Genevieve; Fong, Geoffrey T.; Hall, Peter A.; Guignard, Romain; Beck, Francois",BMC PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2013,14,Springer Nature,15,BMC Public Health,,True,True,True,gold
10.1016/j.jhydrol.2016.02.040,"OA 2013-2017.csv,OA other 2013-2017.csv",Water resources climate change projections using supervised nonlinear and multivariate soft computing techniques,"Sarhadi, Ali; Burn, Donald H.; Johnson, Fiona; Mehrotra, Raj; Sharma, Ashish",JOURNAL OF HYDROLOGY,"GEOSCIENCES, MULTIDISCIPLINARY; WATER RESOURCES; ENGINEERING, CIVIL",2016,14,Elsevier BV,18,Journal of Hydrology,Water Science and Technology,True,True,False,hybrid
10.1007/s11511-013-0105-y,OA 2013-2017.csv,On divisors of Lucas and Lehmer numbers,"Stewart, Cameron L.",ACTA MATHEMATICA,MATHEMATICS,2013,14,International Press of Boston,8,Acta Mathematica,,True,True,False,hybrid
10.1016/j.visres.2014.12.021,OA 2013-2017.csv,Altered white matter in early visual pathways of humans with amblyopia,"Allen, Brian; Spiegel, Daniel P.; Thompson, Benjamin; Pestilli, Franco; Rokers, Bas",VISION RESEARCH,NEUROSCIENCES; OPHTHALMOLOGY; PSYCHOLOGY,2015,14,Elsevier BV,16,Vision Research,Ophthalmology;Sensory Systems,True,True,False,hybrid
10.1093/ntr/ntt165,OA 2013-2017.csv,Heaviness of Smoking Predicts Smoking Relapse Only in the First Weeks of a Quit Attempt: Findings From the International Tobacco Control Four-Country Survey,"Yong, Hua-Hie; Borland, Ron; Balmford, James; Hyland, Andrew; O'Connor, Richard J.",NICOTINE & TOBACCO RESEARCH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2014,14,Oxford University Press (OUP),11,Nicotine & Tobacco Research,,True,True,False,green
10.1515/jci-2014-0022,OA 2013-2017.csv,A Boosting Algorithm for Estimating Generalized Propensity Scores with Continuous Treatments,"Zhu, Yeying; Coffman, Donna L.; Ghosh, Debashis",JOURNAL OF CAUSAL INFERENCE,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",2015,14,Walter de Gruyter GmbH,7,Journal of Causal Inference,,True,True,False,bronze
10.3389/fpsyg.2013.00892,OA 2013-2017.csv,The way we encounter reading material influences how frequently we mind wander,"Sousa, Trish L. Varao; Carriere, Jonathan S. A.; Smilek, Daniel",FRONTIERS IN PSYCHOLOGY,"PSYCHOLOGY, MULTIDISCIPLINARY",2013,14,Frontiers Media SA,13,Frontiers in Psychology,,True,True,True,gold
10.1007/s40820-014-0001-9,OA 2013-2017.csv,Joining of Individual Silver Nanowires via Electrical Current,"Vafaei, Arash; Hu, Anming; Goldthorpe, Irene A.",NANO-MICRO LETTERS,"NANOSCIENCE & NANOTECHNOLOGY; PHYSICS, APPLIED; MATERIALS SCIENCE, MULTIDISCIPLINARY",2014,14,Springer Nature,23,Nano-Micro Letters,"Electrical and Electronic Engineering;Electronic, Optical and Magnetic Materials;Surfaces, Coatings and Films",True,True,True,gold
10.1021/jacs.7b04885,OA 2013-2017.csv,"Freezing Directed Construction of Bio/Nano Interfaces: Reagentless Conjugation, Denser Spherical Nucleic Acids, and Better Nanoflares","Liu, Biwu; Liu, Juewen",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"CHEMISTRY, MULTIDISCIPLINARY",2017,14,American Chemical Society (ACS),34,Journal of the American Chemical Society,,True,True,False,hybrid
10.1007/s13157-013-0471-4,"OA 2013-2017.csv,OA other 2013-2017.csv",River Connectivity Affects Submerged and Floating Aquatic Vegetation in Floodplain Wetlands,"Rooney, Rebecca C.; Carli, Chris; Bayley, Suzanne E.",WETLANDS,ECOLOGY; ENVIRONMENTAL SCIENCES,2013,14,Springer Nature,13,Wetlands,Ecology;General Environmental Science;Environmental Chemistry,True,True,False,hybrid
10.1186/s12913-015-1010-1,OA 2013-2017.csv,"Informal caregivers of clients with neurological conditions: profiles, patterns and risk factors for distress from a home care prevalence study","Mitchell, Lori A.; Hirdes, John; Poss, Jeff W.; Slegers-Boyd, Caroline; Caldarelli, Hilary",BMC HEALTH SERVICES RESEARCH,HEALTH CARE SCIENCES & SERVICES,2015,14,Springer Nature,12,BMC Health Services Research,,True,True,True,gold
10.1016/j.bbamem.2013.12.011,OA 2013-2017.csv,Molecular dynamics simulations of lipid membranes with lateral force: Rupture and dynamic properties,"Xie, Jun Yu; Ding, Guang Hong; Karttunen, Mikko",BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,BIOPHYSICS; BIOCHEMISTRY & MOLECULAR BIOLOGY,2014,14,Elsevier BV,18,Biochimica et Biophysica Acta (BBA) - Biomembranes,,True,True,False,hybrid
10.1007/JHEP02(2017)061,OA 2013-2017.csv,Fusion basis for lattice gauge theory and loop quantum gravity,"Delcamp, Clement; Dittrich, Bianca; Riello, Aldo",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",2017,14,Springer Nature,15,Journal of High Energy Physics,,True,True,True,gold
10.1186/s13068-014-0163-1,OA 2013-2017.csv,Expansion of the genetic toolkit for metabolic engineering of Clostridium pasteurianum: chromosomal gene disruption of the endogenous CpaAI restriction enzyme,"Pyne, Michael E.; Moo-Young, Murray; Chung, Duane A.; Chou, C. Perry",BIOTECHNOLOGY FOR BIOFUELS,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; ENERGY & FUELS,2014,14,Springer Nature,18,Biotechnology for Biofuels,,True,True,True,gold
10.1167/iovs.15-17481,OA 2013-2017.csv,Retinal Blood Flow and Retinal Blood Oxygen Saturation in Mild to Moderate Diabetic Retinopathy,"Tayyari, Faryan; Khuu, Lee-Anne; Flanagan, John G.; Singer, Shaun; Brent, Michael H.",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,2015,14,Association for Research in Vision and Ophthalmology (ARVO),18,Investigative Opthalmology & Visual Science,,True,True,False,bronze
10.1126/sciadv.1701010,OA 2013-2017.csv,Artificial solid electrolyte interphase for aqueous lithium energy storage systems,"Zhi, Jian; Yazdi, Alireza Zehtab; Valappil, Gayathri; Haime, Jessica; Chen, P.",SCIENCE ADVANCES,"MATERIALS SCIENCE, MULTIDISCIPLINARY; MULTIDISCIPLINARY SCIENCES",2017,14,American Association for the Advancement of Science (AAAS),21,Science Advances,,True,True,True,gold
10.1016/j.tcs.2012.10.055,OA 2013-2017.csv,Quotient complexity of ideal languages,"Brzozowski, Janusz; Jiraskova, Galina; Li, Baiyu",THEORETICAL COMPUTER SCIENCE,"COMPUTER SCIENCE, THEORY & METHODS",2013,14,Elsevier BV,16,Theoretical Computer Science,Theoretical Computer Science;General Computer Science,True,True,False,hybrid
10.1103/PhysRevX.6.041062,OA 2013-2017.csv,Spectral Entropies as Information-Theoretic Tools for Complex Network Comparison,"De Domenico, Manlio; Biamonte, Jacob",PHYSICAL REVIEW X,"PHYSICS, MULTIDISCIPLINARY",2016,14,American Physical Society (APS),13,Physical Review X,,True,True,True,gold
10.1088/0004-637X/794/2/150,OA 2013-2017.csv,RELATIVE ASTROMETRY OF COMPACT FLARING STRUCTURES IN Sgr A* WITH POLARIMETRIC VERY LONG BASELINE INTERFEROMETRY,"Johnson, Michael D.; Fish, Vincent L.; Doeleman, Sheperd S.; Broderick, Avery E.; Wardle, John F. C.",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,2014,14,IOP Publishing,17,The Astrophysical Journal,,True,True,False,bronze
10.1088/1367-2630/17/8/083019,OA 2013-2017.csv,Discontinuity of maximum entropy inference and quantum phase transitions,"Chen, Jianxin; Ji, Zhengfeng; Li, Chi-Kwong; Poon, Yiu-Tung; Shen, YI",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",2015,14,IOP Publishing,12,New Journal of Physics,,True,True,True,gold
10.1136/tobaccocontrol-2014-051589,OA 2013-2017.csv,"Promoting cessation resources through cigarette package warning labels: a longitudinal survey with adult smokers in Canada, Australia and Mexico","Thrasher, James F.; Osman, Amira; Moodie, Crawford; Hammond, David; Bansal-Travers, Maansi",TOBACCO CONTROL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2015,14,BMJ,13,Tobacco Control,,True,True,False,green
10.1371/journal.pone.0066119,OA 2013-2017.csv,Serum Immune-Related Proteins are Differentially Expressed during Hibernation in the American Black Bear,"Chow, Brian A.; Donahue, Seth W.; Vaughan, Michael R.; McConkey, Brendan; Vijayan, Mathilakath M.",PLOS ONE,PHYSIOLOGY; MULTIDISCIPLINARY SCIENCES,2013,14,Public Library of Science (PLoS),14,PLoS ONE,,True,True,True,gold
10.3945/an.116.013474,OA 2013-2017.csv,Nutritional Considerations for Healthy Aging and Reduction in Age-Related Chronic Disease,"Shlisky, Julie; Bloom, David E.; Beaudreault, Amy R.; Tucker, Katherine L.; Keller, Heather H.",ADVANCES IN NUTRITION,NUTRITION & DIETETICS,2017,14,Oxford University Press (OUP),28,Advances in Nutrition: An International Review Journal,,True,True,False,bronze
10.1186/s12942-015-0030-8,OA 2013-2017.csv,Identifying food deserts and swamps based on relative healthy food access: a spatio-temporal Bayesian approach,"Luan, Hui; Law, Jane; Quick, Matthew",INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2015,14,Springer Nature,15,International Journal of Health Geographics,,True,True,True,gold
10.1080/17470218.2015.1094494,OA 2013-2017.csv,The drawing effect: Evidence for reliable and robust memory benefits in free recall,"Wammes, Jeffrey D.; Meade, Melissa E.; Fernandes, Myra A.",QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,"PSYCHOLOGY, EXPERIMENTAL; PSYCHOLOGY, BIOLOGICAL; PHYSIOLOGY; PSYCHOLOGY",2016,14,SAGE Publications,15,Quarterly Journal of Experimental Psychology,,True,False,False,closed
10.1093/ntr/ntu098,OA 2013-2017.csv,Switching Between Menthol and Nonmenthol Cigarettes: Findings From the US Cohort of the International Tobacco Control Four Country Survey,"Kasza, Karin A.; Hyland, Andrew J.; Bansal-Travers, Maansi; Vogl, Lisa M.; Chen, Jiping",NICOTINE & TOBACCO RESEARCH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2014,14,Oxford University Press (OUP),16,Nicotine & Tobacco Research,,True,True,False,bronze
10.5751/ES-05978-190101,OA 2013-2017.csv,The Chilika Lagoon Social-Ecological System: An Historical Analysis,"Nayak, Prateep K.",ECOLOGY AND SOCIETY,ECOLOGY; ENVIRONMENTAL STUDIES,2014,14,"Resilience Alliance, Inc.",18,Ecology and Society,,True,True,True,gold
10.1063/1.4933265,OA 2013-2017.csv,Characterization of a multimode coplanar waveguide parametric amplifier,"Simoen, M.; Chang, C. W. S.; Krantz, P.; Bylander, Jonas; Wustmann, W.",JOURNAL OF APPLIED PHYSICS,"PHYSICS, APPLIED",2015,14,AIP Publishing,22,Journal of Applied Physics,,True,True,False,green
10.3847/0004-637X/817/2/167,OA 2013-2017.csv,THE JCMT GOULD BELT SURVEY: A FIRST LOOK AT DENSE CORES IN ORION B,"Kirk, H.; Di Francesco, J.; Johnstone, D.; Duarte-Cabral, A.; Sadavoy, S.",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,2016,14,American Astronomical Society,15,The Astrophysical Journal,,True,True,False,bronze
10.1002/2014WR016552,OA 2013-2017.csv,Should hydraulic tomography data be interpreted using geostatistical inverse modeling? A laboratory sandbox investigation,"Illman, Walter A.; Berg, Steven J.; Zhao, Zhanfeng",WATER RESOURCES RESEARCH,ENVIRONMENTAL SCIENCES; WATER RESOURCES; LIMNOLOGY,2015,14,American Geophysical Union (AGU),15,Water Resources Research,,True,True,False,bronze
10.1523/JNEUROSCI.2421-13.2014,OA 2013-2017.csv,A Spiking Neural Integrator Model of the Adaptive Control of Action by the Medial Prefrontal Cortex,"Bekolay, Trevor; Laubach, Mark; Eliasmith, Chris",JOURNAL OF NEUROSCIENCE,NEUROSCIENCES,2014,14,Society for Neuroscience,13,Journal of Neuroscience,,True,True,False,bronze
10.1007/JHEP04(2014)119,OA 2013-2017.csv,Localization and real Jacobi forms,"Ashok, Sujay K.; Doroud, Nima; Troost, Jan",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",2014,14,Springer Nature,14,Journal of High Energy Physics,,True,True,True,gold
10.1103/PhysRevLett.119.261802,"OA 2013-2017.csv,OA other 2013-2017.csv",Asymptotically Safe Standard Model via Vectorlike Fermions,"Mann, R. B.; Meffe, J. R.; Sannino, F.; Steele, T. G.; Wang, Z. W.",PHYSICAL REVIEW LETTERS,"PHYSICS, MULTIDISCIPLINARY",2017,14,American Physical Society (APS),21,Physical Review Letters,,True,True,False,hybrid
10.1093/mnras/stv1518,OA 2013-2017.csv,High radio-frequency properties and variability of brightest cluster galaxies,"Hogan, M. T.; Edge, A. C.; Geach, J. E.; Grainge, K. J. B.; Hlavacek-Larrondo, J.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2015,14,Oxford University Press (OUP),18,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1002/2015JG003065,"OA 2013-2017.csv,OA other 2013-2017.csv","Oxygen dynamics in a boreal lake responds to long-term changes in climate, ice phenology, and DOC inputs","Couture, Raoul-Marie; de Wit, Heleen A.; Tominaga, Koji; Kiuru, Petri; Markelov, Igor",JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"GEOSCIENCES, MULTIDISCIPLINARY; ENVIRONMENTAL SCIENCES",2015,14,American Geophysical Union (AGU),16,Journal of Geophysical Research: Biogeosciences,,True,True,False,hybrid
10.1073/pnas.1524160113,OA 2013-2017.csv,Perceptual learning modifies the functional specializations of visual cortical areas,"Chen, Nihong; Cai, Peng; Zhou, Tiangang; Thompson, Benjamin; Fang, Fang",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,NEUROSCIENCES; MULTIDISCIPLINARY SCIENCES,2016,14,Proceedings of the National Academy of Sciences,20,Proceedings of the National Academy of Sciences,,True,True,False,bronze
10.1103/PhysRevLett.110.087205,OA 2013-2017.csv,Geometric-Phase Interference in a Mn-12 Single-Molecule Magnet with Fourfold Rotational Symmetry,"Adams, S. T.; da Silva Neto, E. H.; Datta, S.; Ware, J. F.; Lampropoulos, C.",PHYSICAL REVIEW LETTERS,"PHYSICS, MULTIDISCIPLINARY",2013,14,American Physical Society (APS),15,Physical Review Letters,,True,True,False,hybrid
10.1093/mnras/stu1399,OA 2013-2017.csv,Real-space density profile reconstruction of stacked voids,"Pisani, A.; Lavaux, G.; Sutter, P. M.; Wandelt, B. D.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2014,14,Oxford University Press (OUP),16,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1039/c4ra06191h,OA 2013-2017.csv,Influence of crystal structure on the electrochemical performance of A-site-deficient Sr1-sNb0.1Co0.9O3-delta perovskite cathodes,"Zhu, Yinlong; Lin, YE; Shen, Xuan; Sunarso, Jaka; Zhou, Wei",RSC ADVANCES,"CHEMISTRY, MULTIDISCIPLINARY",2014,14,Royal Society of Chemistry (RSC),21,RSC Adv.,,True,True,False,green
10.1214/EJP.v18-2201,OA 2013-2017.csv,Central limit theorems for Frechet means in the space of phylogenetic trees,"Barden, Dennis; Le, Huiling; Owen, Megan",ELECTRONIC JOURNAL OF PROBABILITY,STATISTICS & PROBABILITY,2013,14,Institute of Mathematical Statistics,7,Electronic Journal of Probability,,True,True,False,hybrid
10.1001/jamainternmed.2015.7792,OA 2013-2017.csv,Effect of Mailing Nicotine Patches on Tobacco Cessation Among Adult Smokers A Randomized Clinical Trial,"Cunningham, John A.; Kushnir, Vladyslav; Selby, Peter; Tyndale, Rachel F.; Zawertailo, Laurie",JAMA INTERNAL MEDICINE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; MEDICINE, GENERAL & INTERNAL",2016,14,American Medical Association (AMA),13,JAMA Internal Medicine,,True,True,False,bronze
10.1098/rsos.140465,OA 2013-2017.csv,The duality of spatial death-birth and birth-death processes and limitations of the isothermal theorem,"Kaveh, Kamran; Komarova, Natalia L.; Kohandel, Mohammad",ROYAL SOCIETY OPEN SCIENCE,BIOLOGY,2015,14,The Royal Society,20,Royal Society Open Science,,True,True,True,gold
10.1007/s10552-015-0556-x,"OA 2013-2017.csv,OA other 2013-2017.csv","Hookah use prevalence, predictors, and perceptions among Canadian youth: findings from the 2012/2013 Youth Smoking Survey","Minaker, Leia M.; Shuh, Alanna; Burkhalter, Robin J.; Manske, Steve R.",CANCER CAUSES & CONTROL,"ONCOLOGY; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2015,14,Springer Nature,17,Cancer Causes & Control,Cancer Research;Oncology,True,True,False,hybrid
10.1093/mnras/stt1410,OA 2013-2017.csv,Do group dynamics play a role in the evolution of member galaxies?,"Hou, Annie; Parker, Laura C.; Balogh, Michael L.; Mcgee, Sean L.; Wilman, David J.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2013,14,Oxford University Press (OUP),16,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1080/17470919.2014.958616,OA 2013-2017.csv,Autistic traits influence gaze-oriented attention to happy but not fearful faces,"Lassalle, Amandine; Itier, Roxane J.",SOCIAL NEUROSCIENCE,PSYCHOLOGY; NEUROSCIENCES,2015,14,Informa UK Limited,19,Social Neuroscience,,True,True,False,green
10.1093/heapro/dat031,OA 2013-2017.csv,Systematic review of population-based studies on the impact of images on UV attitudes and behaviours,"McWhirter, Jennifer E.; Hoffman-Goetz, Laurie",HEALTH PROMOTION INTERNATIONAL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; HEALTH POLICY & SERVICES",2015,14,Oxford University Press (OUP),12,Health Promotion International,,True,True,False,bronze
10.1103/PhysRevB.91.220506,"OA 2013-2017.csv,OA other 2013-2017.csv",Enhanced coherent oscillations in the superconducting state of underdoped YBa2Cu3O6+x induced via ultrafast terahertz excitation,"Dakovski, Georgi L.; Lee, Wei-Sheng; Hawthorn, David G.; Garner, Niklas; Bonn, Doug",PHYSICAL REVIEW B,"MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED; PHYSICS, CONDENSED MATTER",2015,14,American Physical Society (APS),15,Physical Review B,,True,True,False,hybrid
10.1016/j.scitotenv.2014.05.064,"OA 2013-2017.csv,OA other 2013-2017.csv",Sediment color tool for targeting arsenic-safe aquifers for the installation of shallow drinking water tubewells,"Hossain, Mohammed; Bhattacharya, Prosun; Frape, Shaun K.; Jacks, Gunnar; Islam, M. Mainul",SCIENCE OF THE TOTAL ENVIRONMENT,ENVIRONMENTAL SCIENCES,2014,14,Elsevier BV,24,Science of The Total Environment,,True,True,False,hybrid
10.1088/1367-2630/17/1/013042,OA 2013-2017.csv,Accelerated randomized benchmarking,"Granade, Christopher; Ferrie, Christopher; Cory, D. G.",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",2015,14,IOP Publishing,20,New Journal of Physics,,True,True,True,gold
10.5888/pcd10.120290,OA 2013-2017.csv,Bidi and Hookah Use Among Canadian Youth: Findings From the 2010 Canadian Youth Smoking Survey,"Czoli, Christine D.; Leatherdale, Scott T.; Rynard, Vicki",PREVENTING CHRONIC DISEASE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2013,14,Centers for Disease Control and Prevention (CDC),16,Preventing Chronic Disease,,True,True,False,bronze
10.1371/journal.pone.0083898,OA 2013-2017.csv,A Large-Scale Allosteric Transition in Cytochrome P450 3A4 Revealed by Luminescence Resonance Energy Transfer (LRET),"Sineva, Elena V.; Rumfeldt, Jessica A. O.; Halpert, James R.; Davydov, Dmitri R.",PLOS ONE,BIOCHEMISTRY & MOLECULAR BIOLOGY; MULTIDISCIPLINARY SCIENCES,2013,14,Public Library of Science (PLoS),15,PLoS ONE,,True,True,True,gold
10.1016/j.physletb.2016.04.041,OA 2013-2017.csv,Black hole thermodynamics in MOdified Gravity (MOG),"Mureika, Jonas R.; Moffat, John W.; Faizal, Mir",PHYSICS LETTERS B,"PHYSICS, NUCLEAR; PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",2016,14,Elsevier BV,17,Physics Letters B,,True,True,True,gold
10.1088/1367-2630/16/11/113001,OA 2013-2017.csv,"Quantumness of correlations, quantumness of ensembles and quantum data hiding","Piani, M.; Narasimhachar, V.; Calsamiglia, J.",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",2014,14,IOP Publishing,21,New Journal of Physics,,True,True,True,gold
10.24095/hpcdp.35.3.01,OA 2013-2017.csv,Knowledge to action for solving complex problems: insights from a review of nine international cases,"Riley, B. L.; Robinson, K. L.; Gamble, J.; Finegood, D. T.; Sheppard, D.",HEALTH PROMOTION AND CHRONIC DISEASE PREVENTION IN CANADA-RESEARCH POLICY AND PRACTICE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2015,14,Health Promotion and Chronic Disease Prevention Branch (HPCDP) Public Health Agency of Canada,13,Health Promotion and Chronic Disease Prevention in Canada,,True,True,False,bronze
10.3945/jn.116.237271,OA 2013-2017.csv,The Use of Digital Images in 24-Hour Recalls May Lead to Less Misestimation of Portion Size Compared with Traditional Interviewer Administered Recalls,"Kirkpatrick, Sharon I.; Potischman, Nancy; Dodd, Kevin W.; Douglass, Deirdre; Zimmerman, Thea P.",JOURNAL OF NUTRITION,NUTRITION & DIETETICS,2016,13,Oxford University Press (OUP),20,The Journal of Nutrition,,True,True,False,bronze
10.1016/j.tcs.2014.04.016,OA 2013-2017.csv,Theory of atomata,"Brzozowski, Janusz; Tamm, Hellis",THEORETICAL COMPUTER SCIENCE,"COMPUTER SCIENCE, THEORY & METHODS",2014,13,Elsevier BV,22,Theoretical Computer Science,,True,True,False,green
10.1111/gfl.12003,OA 2013-2017.csv,"Fracture mineralization and fluid flow evolution: an example from OrdovicianDevonian carbonates, southwestern Ontario, Canada","Haeri-Ardakani, O.; Al-Aasm, I.; Coniglio, M.",GEOFLUIDS,GEOLOGY; GEOCHEMISTRY & GEOPHYSICS,2013,13,Wiley,18,Geofluids,General Earth and Planetary Sciences,True,True,False,bronze
10.1038/srep19268,OA 2013-2017.csv,A True Metasurface Antenna,"El Badawe, Mohamed; Almoneef, Thamer S.; Ramahi, Omar M.",SCIENTIFIC REPORTS,"ENGINEERING, ELECTRICAL & ELECTRONIC; MULTIDISCIPLINARY SCIENCES",2016,13,Springer Science and Business Media LLC,18,Scientific Reports,Multidisciplinary,True,True,True,gold
10.1002/ijc.30259,OA 2013-2017.csv,Targeting cancer stem-like cells in glioblastoma and colorectal cancer through metabolic pathways,"Kahlert, U. D.; Mooney, S. M.; Natsumeda, M.; Steiger, H. -J.; Maciaczyk, J.",INTERNATIONAL JOURNAL OF CANCER,ONCOLOGY,2017,13,Wiley,13,International Journal of Cancer,,True,True,False,bronze
