Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000435023100003,10.1007/JHEP06(2018)046,n/a,Holographic complexity in Vaidya spacetimes. Part I,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435023100003,"Chapman, Shira; Marrochio, Hugo; Myers, Robert C.",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",n/a,6,n/a,2018,20,3.002806,2.01,6.66,9.9472,0.5383,5.541
WOS:000433039000001,10.1103/PhysRevX.8.021050,n/a,Quantum Boltzmann Machine,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000433039000001,"Amin, Mohammad H.; Andriyash, Evgeny; Rolfe, Jason; Kulchytskyy, Bohdan; Melko, Roger",PHYSICAL REVIEW X,"PHYSICS, MULTIDISCIPLINARY",8,2,n/a,2018,18,4.644928,1.46,3.88,12.3097,0.7699,14.385
WOS:000434034100002,10.1002/adma.201705590,MEDLINE:29577456,Revisiting the Role of Polysulfides in Lithium-Sulfur Batteries,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000434034100002,"Li, Gaoran; Wang, Shun; Zhang, Yining; Li, Matthew; Chen, Zhongwei",ADVANCED MATERIALS,"CHEMISTRY, MULTIDISCIPLINARY; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED; NANOSCIENCE & NANOTECHNOLOGY; CHEMISTRY, PHYSICAL; PHYSICS, CONDENSED MATTER",30,22,n/a,2018,17,12.119048,5.73,1.4,2.967,6.8351,21.95
WOS:000430537000013,10.1039/c8ee00378e,n/a,Aqueous vs. nonaqueous Zn-ion batteries: consequences of the desolvation penalty at the interface,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430537000013,"Kundu, Dipan; Vajargah, Shahrzad Hosseini; Wan, Liwen; Adams, Brian; Prendergast, David",ENERGY & ENVIRONMENTAL SCIENCE,"ENVIRONMENTAL SCIENCES; ENERGY & FUELS; ENGINEERING, CHEMICAL; CHEMISTRY, MULTIDISCIPLINARY",11,4,881-892,2018,16,8.092937,1.82,1.98,8.8059,0.4827,30.067
WOS:000435961700003,10.1039/c7en01029j,n/a,Cellulose nanomaterials: promising sustainable nanomaterials for application in water/wastewater treatment processes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435961700003,"Mohammed, Nishil; Grishkewich, Nathan; Tam, Kam Chiu",ENVIRONMENTAL SCIENCE-NANO,"ENVIRONMENTAL SCIENCES; CHEMISTRY, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY",5,3,623-658,2018,16,6.363636,4.27,2.51,3.7433,3.3708,6.087
WOS:000439235200002,10.1117/1.JATIS.4.2.021402,n/a,Hitomi (ASTRO-H) X-ray Astronomy Satellite,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000439235200002,"Takahashi, Tadayuki; Kokubun, Motohide; Mitsuda, Kazuhisa; Kelley, Richard L.; Ohashi, Takaya",JOURNAL OF ASTRONOMICAL TELESCOPES INSTRUMENTS AND SYSTEMS,"ENGINEERING, AEROSPACE; OPTICS; INSTRUMENTS & INSTRUMENTATION",4,2,n/a,2018,15,1.909091,0.9,7.86,16.688,0.1628,2.688
WOS:000429794300020,10.1038/s41467-018-03888-4,MEDLINE:29650994,Tuning Ising superconductivity with layer and spin-orbit coupling in two-dimensional transition-metal dichalcogenides,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429794300020,"de la Barrera, Sergio C.; Sinko, Michael R.; Gopalan, Devashish P.; Sivadas, Nikhil; Seyler, Kyle L.",NATURE COMMUNICATIONS,"PHYSICS, APPLIED",9,n/a,n/a,2018,15,3.424248,1.69,4.38,8.882,1.3501,12.353
WOS:000436005700006,10.1007/JHEP06(2018)114,n/a,Holographic complexity in Vaidya spacetimes. Part II,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436005700006,"Chapman, Shira; Marrochio, Hugo; Myers, Robert C.",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",n/a,6,n/a,2018,15,3.002806,2.01,5,7.4604,1.3536,5.541
WOS:000442547600005,10.1016/j.jand.2018.05.021,MEDLINE:30146071,Update of the Healthy Eating Index: HEI-2015,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000442547600005,"Krebs-Smith, Susan M.; Pannucci, TusaRebecca E.; Subar, Amy F.; Kirkpatrick, Sharon I.; Lerman, Jennifer L.",JOURNAL OF THE ACADEMY OF NUTRITION AND DIETETICS,NUTRITION & DIETETICS,118,9,1591-1602,2018,14,1.304636,1.24,10.73,11.2624,0.4866,4.021
WOS:000423427600004,10.1103/PhysRevB.97.045207,n/a,Machine learning vortices at the Kosterlitz-Thouless transition,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000423427600004,"Beach, Matthew J. S.; Golubeva, Anna; Melko, Roger G.",PHYSICAL REVIEW B,"PHYSICS, APPLIED; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, CONDENSED MATTER",97,4,n/a,2018,13,1.567138,1.86,8.3,6.98,1.8178,3.813
WOS:000427585100029,10.1016/S0140-6736(17)32906-9,MEDLINE:29179954,"Universal health coverage and intersectoral action for health: key messages from Disease Control Priorities, 3rd edition",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427585100029,"Jamison, Dean T.; Alwan, Ala; Mock, Charles N.; Nugent, Rachel; Watkins, David",LANCET,"MEDICINE, GENERAL & INTERNAL",391,10125,1108-1120,2018,13,20.178082,1.44,0.64,9.018,2.5974,53.254
WOS:000423846600025,10.1038/NPHYS4295,n/a,Fermi surface in the absence of a Fermi liquid in the Kondo insulator SmB6,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000423846600025,"Hartstein, M.; Toews, W. H.; Hsu, Y. -T.; Zeng, B.; Chen, X.",NATURE PHYSICS,"PHYSICS, MULTIDISCIPLINARY",14,2,166-+,2018,12,7.900552,1.46,1.52,8.2065,1.7611,22.727
WOS:000431679300014,10.1113/JP275520,MEDLINE:29527694,Failure to expand the motor unit size to compensate for declining motor unit numbers distinguishes sarcopenic from non-sarcopenic older men,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431679300014,"Piasecki, M.; Ireland, A.; Piasecki, J.; Stashuk, D. W.; Swiecicka, A.",JOURNAL OF PHYSIOLOGY-LONDON,PHYSIOLOGY; NEUROSCIENCES,596,9,1627-1637,2018,10,2.078788,1.11,4.81,9.0045,0.4911,4.54
WOS:000426842600001,10.3389/fphar.2018.00202,MEDLINE:29662450,Poly(Ethylene Glycol)-Polylactide Micelles for Cancer Therapy,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426842600001,"Wang, Jixue; Li, Shengxian; Han, Yuping; Guan, Jingjing; Chung, Shirley",FRONTIERS IN PHARMACOLOGY,PHARMACOLOGY & PHARMACY,9,n/a,n/a,2018,10,1.501577,2.1,6.66,4.7523,3.6417,3.831
WOS:000424090300006,10.1103/PhysRevD.97.046002,n/a,Can scalars have asymptotic symmetries?,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424090300006,"Campiglia, Miguel; Coito, Leonardo; Mizera, Sebastian",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",97,4,n/a,2018,10,2.393201,2.08,4.18,4.8136,3.6413,4.394
WOS:000424013500005,10.3847/1538-4365/aaa3dd,n/a,"The TOP-SCOPE Survey of Planck Galactic Cold Clumps: Survey Overview and Results of an Exemplar Source, PGCC G26.53+0.17",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424013500005,"Liu, Tie; Kim, Kee-Tae; Juvela, Mika; Wang, KE; Tatematsu, Ken'ichi",ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTRONOMY & ASTROPHYSICS,234,2,n/a,2018,9,3.143426,2.15,2.86,4.1882,4.6276,8.561
WOS:000429384000004,10.1038/lsa.2017.158,MEDLINE:30839535,Giant intrinsic chiro-optical activity in planar dielectric nanostructures,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429384000004,"Zhu, Alexander Y.; Chen, Wei Ting; Zaidi, Aun; Huang, Yao-wei; Khorasaninejad, Mohammadreza",LIGHT-SCIENCE & APPLICATIONS,OPTICS,7,n/a,n/a,2018,9,3.992481,1.23,2.25,7.294,1.7799,13.625
WOS:000433118400001,10.3847/1538-4357/aabe2e,n/a,Detection of Intrinsic Source Structure at similar to 3 Schwarzschild Radii with Millimeter-VLBI Observations of SAGITTARIUS A*,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000433118400001,"Lu, Ru-Sen; Krichbaum, Thomas P.; Roy, Alan L.; Fish, Vincent L.; Doeleman, Sheperd S.",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,859,1,n/a,2018,9,2.107107,2.15,4.27,4.1882,4.6276,5.551
WOS:000429689800026,10.1038/s41467-018-03626-w,MEDLINE:29643365,Probing the strongly driven spin-boson model in a superconducting quantum circuit,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429689800026,"Magazzu, L.; Forn-Diaz, P.; Belyansky, R.; Orgiazzi, J-L.; Yurtalan, M. A.",NATURE COMMUNICATIONS,"PHYSICS, MULTIDISCIPLINARY",9,n/a,n/a,2018,9,3.424248,1.46,2.63,6.1549,3.0752,12.353
WOS:000446187900037,10.1038/s41586-018-0563-7,MEDLINE:30258229,Plant functional trait change across a warming tundra biome,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000446187900037,"Bjorkman, Anne D.; Myers-Smith, Isla H.; Elmendorf, Sarah C.; Normand, Signe; Rueger, Nadja",NATURE,ECOLOGY,562,7725,57-+,2018,9,13.107798,1.14,0.69,7.9211,1.3414,41.577
WOS:000424253400011,10.3847/1538-4357/aaa54b,n/a,The Origin of Molecular Clouds in Central Galaxies,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424253400011,"Pulido, F. A.; McNamara, B. R.; Edge, A. C.; Hogan, M. T.; Vantyghem, A. N.",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,853,2,n/a,2018,9,2.107107,2.15,4.27,4.1882,4.6276,5.551
WOS:000429129800002,10.5194/tc-12-1157-2018,n/a,Canadian snow and sea ice: historical trends and projections,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429129800002,"Mudryk, Lawrence R.; Derksen, Chris; Howell, Stephen; Laliberte, Fred; Thackeray, Chad",CRYOSPHERE,"GEOGRAPHY, PHYSICAL; GEOSCIENCES, MULTIDISCIPLINARY",12,4,1157-1176,2018,9,1.842795,1.07,4.88,8.44,0.8971,4.524
WOS:000428011100010,10.1130/G39806.1,n/a,Appalachian-style multi-terrane Wilson cycle model for the assembly of South China,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428011100010,"Lin, Shoufa; Xing, Guangfu; Davis, Donald W.; Yin, Changqing; Wu, Meiling",GEOLOGY,GEOLOGY,46,4,319-322,2018,9,1.66537,0.88,5.4,10.2298,0.5161,5.073
WOS:000426564900005,10.1007/s10899-017-9695-1,MEDLINE:28589480,"Dark Flow, Depression and Multiline Slot Machine Play",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426564900005,"Dixon, Mike J.; Stange, Madison; Larche, Chanel J.; Graydon, Candice; Fugelsang, Jonathan A.",JOURNAL OF GAMBLING STUDIES,"PSYCHOLOGY, MULTIDISCIPLINARY; SUBSTANCE ABUSE",34,1,73-84,2018,8,1.012987,0.77,7.9,10.3733,0.5183,2.09
WOS:000429451000006,10.1103/PhysRevLett.120.141602,MEDLINE:29694124,Scattering Amplitudes from Intersection Theory,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429451000006,"Mizera, Sebastian",PHYSICAL REVIEW LETTERS,"PHYSICS, MULTIDISCIPLINARY",120,14,n/a,2018,8,3.520518,1.46,2.27,5.471,3.7345,8.839
WOS:000423121900003,10.1103/PhysRevB.97.041410,n/a,Dimensionality-driven orthorhombic MoTe2 at room temperature,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000423121900003,"He, Rui; Zhong, Shazhou; Kim, Hyun Ho; Ye, Gaihua; Ye, Zhipeng",PHYSICAL REVIEW B,"PHYSICS, APPLIED; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, CONDENSED MATTER",97,4,n/a,2018,8,1.567138,1.86,5.1,4.2954,4.5196,3.813
WOS:000428621300014,10.1038/s41467-018-03685-z,MEDLINE:29599477,The world's largest High Arctic lake responds rapidly to climate warming,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428621300014,"Lehnherr, Igor; St Louis, Vincent L.; Sharp, Martin; Gardner, Alex S.; Smol, John P.",NATURE COMMUNICATIONS,"GEOSCIENCES, MULTIDISCIPLINARY",9,n/a,n/a,2018,8,3.424248,1.07,2.34,7.4652,1.5974,12.353
WOS:000429266400031,10.1109/TII.2018.2797322,n/a,A Bi-Level Control for Energy Efficiency Improvement of a Hybrid Tracked Vehicle,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429266400031,"Liu, Teng; Hu, Xiaosong",IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS; ENGINEERING, INDUSTRIAL; AUTOMATION & CONTROL SYSTEMS",14,4,1616-1625,2018,8,3.315094,1.22,2.41,6.5424,1.9368,5.43
WOS:000427467900005,10.1007/s00267-017-0993-2,MEDLINE:29387947,Environmental Stewardship: A Conceptual Review and Analytical Framework,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427467900005,"Bennett, Nathan J.; Whitty, Tara S.; Finkbeiner, Elena; Pittman, Jeremy; Bassett, Hannah",ENVIRONMENTAL MANAGEMENT,ENVIRONMENTAL SCIENCES,61,4,597-614,2018,8,2.5,3.25,3.2,2.4613,11.2711,2.177
WOS:000432287600004,10.1093/pasj/psx156,n/a,Atomic data and spectral modeling constraints from high-resolution X-ray observations of the Perseus cluster with Hitomi,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000432287600004,"Aharonian, Felix; Akamatsu, Hiroki; Akimoto, Fumie; Allen, Steven W.; Angelini, Lorella",PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,ASTRONOMY & ASTROPHYSICS,70,2,n/a,2018,8,5.377778,2.15,1.49,3.7228,5.8217,2.244
WOS:000432961200008,10.1103/PhysRevD.97.084054,n/a,Microscopic origin of black hole reentrant phase transitions,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000432961200008,"Zangeneh, M. Kord; Dehyadegari, A.; Sheykhi, A.; Mann, R. B.",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",97,8,n/a,2018,7,2.393201,2.08,2.92,3.3695,7.4804,4.394
WOS:000424908000015,10.1039/c7an01663h,MEDLINE:29354813,A quantitative approach for pesticide analysis in grape juice by direct interfacing of a matrix compatible SPME phase to dielectric barrier discharge ionization-mass spectrometry,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424908000015,"Mirabelli, Mario F.; Gionfriddo, Emanuela; Pawliszyn, Janusz; Zenobi, Renato",ANALYST,"CHEMISTRY, ANALYTICAL",143,4,891-899,2018,7,1.175585,1.55,5.95,4.5027,4.6178,3.864
WOS:000446567000004,10.1007/JHEP10(2018)011,n/a,Circuit complexity for coherent states,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000446567000004,"Guo, Minyong; Hernandez, Juan; Myers, Robert C.; Ruan, Shan-Ming",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",n/a,10,n/a,2018,7,3.002806,2.01,2.33,3.4815,7.4804,5.541
WOS:000429092900022,10.1016/j.celrep.2018.03.077,MEDLINE:29617665,Molecular Characterization and Clinical Relevance of Metabolic Expression Subtypes in Human Cancers,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429092900022,"Peng, Xinxin; Chen, Zhongyuan; Farshidfar, Farshad; Xu, Xiaoyan; Lorenzi, Philip L.",CELL REPORTS,CELL BIOLOGY,23,1,255-+,2018,7,2.298092,1.85,3.05,3.7839,5.8299,8.032
