DOI,publisher,is-referenced-by-count,container-title,subject
10.14778/2735479.2735485,VLDB Endowment,13,Proceedings of the VLDB Endowment,
10.1098/rsta.2016.0428,The Royal Society,22,"Philosophical Transactions of the Royal Society A: Mathematical, 				Physical and Engineering Sciences",
10.1364/oe.22.00a622,The Optical Society,12,Optics Express,
10.1186/2193-1801-2-318,Springer Nature,28,SpringerPlus,
10.1097/opx.0000000000000029,Ovid Technologies (Wolters Kluwer Health),11,Optometry and Vision Science,
10.1093/molbev/msw103,Oxford University Press (OUP),14,Molecular Biology and Evolution,
10.1088/1367-2630/16/10/105020,IOP Publishing,12,New Journal of Physics,
10.1103/physreva.91.052306,American Physical Society (APS),15,Physical Review A,
10.1186/1687-1499-2014-216,Springer Nature,18,EURASIP Journal on Wireless Communications and Networking,
10.1093/ntr/ntt068,Oxford University Press (OUP),15,Nicotine & Tobacco Research,
10.1002/14651858.cd008618.pub2,Wiley,12,Cochrane Database of Systematic Reviews,
10.4103/1463-1741.189242,Medknow,14,Noise and Health,
10.1063/1.4926615,AIP Publishing,14,Biomicrofluidics,
10.1021/ja4055806,American Chemical Society (ACS),15,Journal of the American Chemical Society,
10.1063/1.4953256,AIP Publishing,15,Journal of Applied Physics,
10.1136/tobaccocontrol-2014-051880,BMJ,12,Tobacco Control,
10.1371/journal.pone.0057242,Public Library of Science (PLoS),15,PLoS ONE,
10.3389/fphys.2015.00153,Frontiers Media SA,13,Frontiers in Physiology,
10.3389/fpsyg.2014.00477,Frontiers Media SA,14,Frontiers in Psychology,
10.1002/ecs2.1462,Wiley,15,Ecosphere,
10.3233/jad-160907,IOS Press,11,Journal of Alzheimer's Disease,
10.3758/s13423-012-0323-x,Springer Science and Business Media LLC,7,Psychonomic Bulletin & Review,Experimental and Cognitive Psychology;Arts and Humanities (miscellaneous);Developmental and Educational Psychology
10.1038/ncomms11219,Springer Science and Business Media LLC,16,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1016/j.ssci.2015.07.029,Elsevier BV,16,Safety Science,
10.3141/2430-16,SAGE Publications,15,Transportation Research Record: Journal of the Transportation Research Board,
10.1007/s40820-016-0116-2,Springer Nature,14,Nano-Micro Letters,
10.1126/sciadv.1500777,American Association for the Advancement of Science (AAAS),20,Science Advances,
10.1038/srep25223,Springer Science and Business Media LLC,17,Scientific Reports,Multidisciplinary
10.1063/1.4807580,AIP Publishing,13,Journal of Applied Physics,
10.1167/iovs.12-10971,Association for Research in Vision and Ophthalmology (ARVO),16,Investigative Opthalmology & Visual Science,
10.1038/srep44038,Springer Science and Business Media LLC,14,Scientific Reports,Multidisciplinary
10.1001/jamaoncol.2015.3336,American Medical Association (AMA),19,JAMA Oncology,
10.1093/mnras/stu1883,Oxford University Press (OUP),12,Monthly Notices of the Royal Astronomical Society,
10.1364/oe.24.022528,The Optical Society,15,Optics Express,
10.3390/s131216075,MDPI AG,14,Sensors,
10.1016/j.eneco.2016.04.016,Elsevier BV,18,Energy Economics,
10.5194/acp-16-3345-2016,Copernicus GmbH,12,Atmospheric Chemistry and Physics,
10.5194/hess-17-1681-2013,Copernicus GmbH,12,Hydrology and Earth System Sciences,
10.1111/1753-6405.12525,Wiley,20,Australian and New Zealand Journal of Public Health,
10.1007/s40534-015-0068-0,Springer Nature,21,Journal of Modern Transportation,Mechanical Engineering;Electrical and Electronic Engineering;Transportation;Computer Science Applications
10.1038/ncomms11712,Springer Science and Business Media LLC,17,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1364/oe.23.022477,The Optical Society,14,Optics Express,
10.1074/jbc.m114.551473,American Society for Biochemistry & Molecular Biology (ASBMB),14,Journal of Biological Chemistry,
10.1016/j.quascirev.2015.08.034,Elsevier BV,14,Quaternary Science Reviews,"Archaeology;Archaeology;Global and Planetary Change;Geology;Ecology, Evolution, Behavior and Systematics"
10.1021/acs.jproteome.5b00992,American Chemical Society (ACS),15,Journal of Proteome Research,
10.1109/jphot.2014.2326677,Institute of Electrical and Electronics Engineers (IEEE),6,IEEE Photonics Journal,
10.1364/oe.21.011115,The Optical Society,16,Optics Express,
10.3847/1538-3881/aa6302,American Astronomical Society,13,The Astronomical Journal,
10.1109/tac.2016.2585094,Institute of Electrical and Electronics Engineers (IEEE),26,IEEE Transactions on Automatic Control,
10.3389/fnhum.2013.00224,Frontiers Media SA,13,Frontiers in Human Neuroscience,
10.1111/nph.14535,Wiley,13,New Phytologist,
10.1037/a0030463,American Psychological Association (APA),18,Emotion,General Psychology
10.1093/mnras/stt069,Oxford University Press (OUP),14,Monthly Notices of the Royal Astronomical Society,
10.1002/jgrd.50563,American Geophysical Union (AGU),11,Journal of Geophysical Research: Atmospheres,
10.1007/s11274-017-2364-9,Springer Nature,39,World Journal of Microbiology and Biotechnology,
10.1038/s41598-017-16222-7,Springer Nature,20,Scientific Reports,
10.1111/1541-4337.12075,Wiley,17,Comprehensive Reviews in Food Science and Food Safety,
10.1002/pro.2803,Wiley,15,Protein Science,
10.1021/acs.macromol.5b02286,American Chemical Society (ACS),13,Macromolecules,
10.1590/s1413-35552012005000056,FapUNIFESP (SciELO),6,Brazilian Journal of Physical Therapy,"Physical Therapy, Sports Therapy and Rehabilitation;Rehabilitation;Orthopedics and Sports Medicine"
10.14814/phy2.12987,Wiley,21,Physiological Reports,
10.1186/s13075-017-1399-5,Springer Nature,11,Arthritis Research & Therapy,
10.7314/apjcp.2013.14.11.6445,Asian Pacific Organization for Cancer Prevention,13,Asian Pacific Journal of Cancer Prevention,
10.1007/jhep03(2017)151,Springer Nature,15,Journal of High Energy Physics,
10.1016/j.surfcoat.2016.11.014,Elsevier BV,27,Surface and Coatings Technology,
10.1103/physreva.91.052325,American Physical Society (APS),14,Physical Review A,
10.1371/journal.pone.0136589,Public Library of Science (PLoS),20,PLOS ONE,
10.1111/aos.12275,Wiley,11,Acta Ophthalmologica,
10.1039/c3sm50837d,Royal Society of Chemistry (RSC),11,Soft Matter,
10.1364/oe.23.009870,The Optical Society,13,Optics Express,
10.1016/j.clae.2016.02.005,Elsevier BV,20,Contact Lens and Anterior Eye,
10.1038/ncomms4682,Springer Science and Business Media LLC,8,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1039/c4cc01433b,Royal Society of Chemistry (RSC),13,Chemical Communications,
10.3390/healthcare3020393,MDPI AG,13,Healthcare,
10.1002/jor.23164,Wiley,15,Journal of Orthopaedic Research,
10.1016/j.bbamem.2016.05.020,Elsevier BV,12,Biochimica et Biophysica Acta (BBA) - Biomembranes,
10.1371/journal.pone.0155073,Public Library of Science (PLoS),16,PLOS ONE,
10.1093/ntr/ntw107,Oxford University Press (OUP),9,Nicotine & Tobacco Research,
10.1128/aem.02037-13,American Society for Microbiology,14,Applied and Environmental Microbiology,
10.1364/oe.21.006205,The Optical Society,13,Optics Express,
10.1371/journal.pone.0153240,Public Library of Science (PLoS),13,PLOS ONE,
10.2166/wh.2014.018,IWA Publishing,11,Journal of Water and Health,
10.1016/j.ecolmodel.2016.07.004,Elsevier BV,18,Ecological Modelling,
10.1007/s00778-012-0294-6,Springer Science and Business Media LLC,14,The VLDB Journal,Hardware and Architecture;Information Systems
10.1186/1471-2180-13-132,Springer Nature,11,BMC Microbiology,
10.1007/s10803-015-2667-3,Springer Science and Business Media LLC,15,Journal of Autism and Developmental Disorders,Developmental and Educational Psychology
10.5194/hess-21-5009-2017,Copernicus GmbH,11,Hydrology and Earth System Sciences,
10.1117/1.jpe.4.040998,SPIE-Intl Soc Optical Eng,15,Journal of Photonics for Energy,
10.1371/journal.pone.0132071,Public Library of Science (PLoS),13,PLOS ONE,
10.1136/tobaccocontrol-2014-052064,BMJ,19,Tobacco Control,
10.1089/jwh.2014.4912,Mary Ann Liebert Inc,13,Journal of Women's Health,
10.1103/physreve.91.032906,American Physical Society (APS),12,Physical Review E,
10.1111/lam.12185,Wiley,14,Letters in Applied Microbiology,
10.1002/acr.22308,Wiley,10,Arthritis Care & Research,
10.1001/jamaoto.2015.1314,American Medical Association (AMA),15,JAMA Otolaryngology–Head & Neck Surgery,
10.1007/jhep02(2015)070,Springer Nature,14,Journal of High Energy Physics,
10.1371/journal.pone.0094865,Public Library of Science (PLoS),4,PLoS ONE,
10.1002/2014wr015394,American Geophysical Union (AGU),11,Water Resources Research,
10.1136/tobaccocontrol-2014-051979,BMJ,12,Tobacco Control,
10.1103/physreva.88.022332,American Physical Society (APS),12,Physical Review A,
10.1103/physrevlett.117.091101,American Physical Society (APS),16,Physical Review Letters,
10.1103/physrevlett.115.060501,American Physical Society (APS),13,Physical Review Letters,
10.5194/isprsarchives-xli-b1-741-2016,Copernicus GmbH,8,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",
10.1093/mnras/stu506,Oxford University Press (OUP),11,Monthly Notices of the Royal Astronomical Society,
10.1088/1367-2630/16/4/045011,IOP Publishing,9,New Journal of Physics,
10.1063/1.4918643,AIP Publishing,11,Biomicrofluidics,
10.1177/1471301213518935,SAGE Publications,20,Dementia,
10.1016/j.biopsycho.2016.07.013,Elsevier BV,13,Biological Psychology,
10.1016/j.matdes.2016.02.042,Elsevier BV,15,Materials & Design,Mechanical Engineering;General Materials Science;Mechanics of Materials
10.1088/1367-2630/aa8487,IOP Publishing,13,New Journal of Physics,
10.1103/physrevlett.112.118301,American Physical Society (APS),14,Physical Review Letters,
10.1038/ncomms5997,Springer Science and Business Media LLC,10,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1002/hbm.22441,Wiley,12,Human Brain Mapping,
10.1186/s12877-016-0309-z,Springer Nature,17,BMC Geriatrics,
10.1103/physreva.94.030302,American Physical Society (APS),11,Physical Review A,
10.1109/tsg.2016.2533319,Institute of Electrical and Electronics Engineers (IEEE),14,IEEE Transactions on Smart Grid,
10.1111/jam.12079,Wiley,17,Journal of Applied Microbiology,Biotechnology;Applied Microbiology and Biotechnology;General Medicine
10.1103/physrevd.93.024055,American Physical Society (APS),13,Physical Review D,
10.1093/mnras/stv693,Oxford University Press (OUP),11,Monthly Notices of the Royal Astronomical Society,
10.1155/2015/545376,Hindawi Limited,8,Advances in Meteorology,
10.1186/1471-2318-13-109,Springer Nature,11,BMC Geriatrics,
10.1007/jhep02(2014)097,Springer Nature,13,Journal of High Energy Physics,
10.1364/ol.39.001481,The Optical Society,13,Optics Letters,
10.1021/acs.est.6b01742,American Chemical Society (ACS),20,Environmental Science & Technology,
10.1007/s11442-016-1269-0,Springer Science and Business Media LLC,11,Journal of Geographical Sciences,Earth and Planetary Sciences (miscellaneous)
10.1089/cmb.2012.0089,Mary Ann Liebert Inc,15,Journal of Computational Biology,Modelling and Simulation;Computational Theory and Mathematics;Genetics;Molecular Biology;Computational Mathematics
10.1371/journal.pone.0060180,Public Library of Science (PLoS),10,PLoS ONE,
10.1088/1748-9326/9/12/124019,IOP Publishing,13,Environmental Research Letters,
10.1016/j.paid.2016.04.055,Elsevier BV,23,Personality and Individual Differences,
10.1021/jacs.6b11779,American Chemical Society (ACS),15,Journal of the American Chemical Society,
10.1167/iovs.15-18936,Association for Research in Vision and Ophthalmology (ARVO),12,Investigative Opthalmology & Visual Science,
10.1371/journal.pone.0147488,Public Library of Science (PLoS),11,PLOS ONE,
10.1186/s13012-015-0279-0,Springer Nature,12,Implementation Science,"Public Health, Environmental and Occupational Health;Health Policy;Health Informatics;General Medicine"
10.1111/cogs.12153,Wiley,12,Cognitive Science,
10.1109/tetc.2013.2282618,Institute of Electrical and Electronics Engineers (IEEE),13,IEEE Transactions on Emerging Topics in Computing,
10.1103/physreva.94.052325,American Physical Society (APS),17,Physical Review A,
10.1016/j.jbo.2013.01.002,Elsevier BV,15,Journal of Bone Oncology,
10.3847/1538-4357/aa9af3,American Astronomical Society,18,The Astrophysical Journal,
10.1038/jes.2015.7,Springer Science and Business Media LLC,16,Journal of Exposure Science & Environmental Epidemiology,"Toxicology;Public Health, Environmental and Occupational Health;Epidemiology;Pollution"
10.1097/opx.0000000000000615,Ovid Technologies (Wolters Kluwer Health),13,Optometry and Vision Science,
10.1103/physreva.91.062301,American Physical Society (APS),13,Physical Review A,
10.1186/1471-2466-14-117,Springer Nature,11,BMC Pulmonary Medicine,
10.1111/add.12778,Wiley,9,Addiction,
10.1093/mnras/stw2644,Oxford University Press (OUP),12,Monthly Notices of the Royal Astronomical Society,
10.1073/pnas.1500355112,Proceedings of the National Academy of Sciences,14,Proceedings of the National Academy of Sciences,
10.3847/1538-4357/aa5f56,American Astronomical Society,13,The Astrophysical Journal,
10.1111/opo.12060,Wiley,9,Ophthalmic and Physiological Optics,
10.1186/s12889-016-3245-0,Springer Nature,23,BMC Public Health,
10.1007/jhep08(2016)065,Springer Nature,10,Journal of High Energy Physics,
10.5194/npg-20-59-2013,Copernicus GmbH,11,Nonlinear Processes in Geophysics,
10.1093/petrology/egw039,Oxford University Press (OUP),16,Journal of Petrology,
10.3390/atmos7020030,MDPI AG,13,Atmosphere,
10.1093/ntr/ntv184,Oxford University Press (OUP),9,Nicotine & Tobacco Research,
10.4209/aaqr.2013.07.0239,Taiwan Association for Aerosol Research,9,Aerosol and Air Quality Research,
10.1088/1367-2630/aa5c51,IOP Publishing,12,New Journal of Physics,
10.4141/cjss-2014-092,Canadian Science Publishing,12,Canadian Journal of Soil Science,
10.1016/j.clae.2013.09.011,Elsevier BV,15,Contact Lens and Anterior Eye,
10.1167/iovs.13-12124,Association for Research in Vision and Ophthalmology (ARVO),12,Investigative Opthalmology & Visual Science,
10.1038/srep35755,Springer Science and Business Media LLC,11,Scientific Reports,Multidisciplinary
10.1136/tobaccocontrol-2014-051804,BMJ,12,Tobacco Control,
10.1021/bi501353s,American Chemical Society (ACS),13,Biochemistry,
10.1093/mnras/stw1978,Oxford University Press (OUP),13,Monthly Notices of the Royal Astronomical Society,
10.1109/tit.2013.2248031,Institute of Electrical and Electronics Engineers (IEEE),11,IEEE Transactions on Information Theory,
10.3389/fnhum.2013.00334,Frontiers Media SA,11,Frontiers in Human Neuroscience,
10.1167/iovs.13-13780,Association for Research in Vision and Ophthalmology (ARVO),10,Investigative Opthalmology & Visual Science,
10.1021/acssensors.5b00147,American Chemical Society (ACS),15,ACS Sensors,
10.1016/j.physletb.2014.10.048,Elsevier BV,11,Physics Letters B,
10.1287/orsc.1120.0787,Institute for Operations Research and the Management Sciences (INFORMS),16,Organization Science,Management of Technology and Innovation;Strategy and Management;Organizational Behavior and Human Resource Management
10.1167/iovs.12-11314,Association for Research in Vision and Ophthalmology (ARVO),11,Investigative Opthalmology & Visual Science,
10.1103/physreva.95.042332,American Physical Society (APS),12,Physical Review A,
10.3389/fncom.2015.00121,Frontiers Media SA,9,Frontiers in Computational Neuroscience,
10.1136/tobaccocontrol-2013-051376,BMJ,12,Tobacco Control,
10.1371/journal.pmed.1002249,Public Library of Science (PLoS),13,PLOS Medicine,
10.1002/art.39973,Wiley,12,Arthritis & Rheumatology,
10.1007/s00026-015-0251-3,Springer Science and Business Media LLC,11,Annals of Combinatorics,Discrete Mathematics and Combinatorics
