File,Title,USD
nature.csv,npj Climate and Atmospheric Science,2680
nature.csv,npj Computational Materials,2000
nature.csv,npj Digital Medicine,2680
nature.csv,npj Flexible Electronics,3170
nature.csv,npj Genomic Medicine,3170
nature.csv,npj Materials Degradation,1990
nature.csv,npj Microgravity,3170
nature.csv,npj Parkinson's Disease,2680
nature.csv,npj Precision Oncology,2990
nature.csv,npj Primary Care Respiratory Medicine,2680
nature.csv,npj Quantum Information,3490
nature.csv,npj Quantum Materials,1990
nature.csv,npj Regenerative Medicine,3170
nature.csv,npj Schizophrenia,3170
nature.csv,npj Science of Food,1990
nature.csv,npj Science of Learning,3300
nature.csv,npj Systems Biology and Applications,2800
nature.csv,npj Vaccines,3170
nature.csv,BDJ Open,2570
nature.csv,Blood Cancer Journal,4380
nature.csv,Bone Research,3975
nature.csv,Cell Death and Disease,3760
nature.csv,Cell Death Discovery,1945
nature.csv,Cell Discovery,2100
nature.csv,Clinical and Translational Gastroenterology,2800
nature.csv,Clinical and Translational Immunology,2800
nature.csv,Emerging Microbes and Infections,2500
nature.csv,Experimental and Molecular Medicine,3150
nature.csv,Horticulture Research,2250
nature.csv,Human Genome Variation,2290
nature.csv,International Journal of Oral Science,3490
nature.csv,Light: Sciences and Applications,3975
nature.csv,Microsystems and Nanoengineering,3975
nature.csv,NPG Asia Materials,3680
nature.csv,Nutrition and Diabetes,2790
nature.csv,Oncogenesis,3380
nature.csv,Signal Transduction and Targeted Therapy,2170
nature.csv,Translational Psychiatry,4095
nature.csv,APS (Acta Pharmacologica Sinica),3760
nature.csv,BDJ (British Dental Journal),4390
nature.csv,BJC (British Journal of Cancer),3300
nature.csv,Bone Marrow Transplantation,3760
nature.csv,Cancer Gene Therapy,3760
nature.csv,Cell Death and Differentiation,4390
nature.csv,Cell Research,4390
nature.csv,Cellular and Molecular Immunology,4390
nature.csv,European Journal of Clinical Nutirition,3760
nature.csv,European Journal of Human Genetics,3000
nature.csv,Eye,3760
nature.csv,Gene Therapy,3760
nature.csv,Genes and Immunity,3760
nature.csv,Genetics in Medicine,3500
nature.csv,Heredity,3000
nature.csv,Hypertension Research,3760
nature.csv,Immunology and Cell Biology,3300
nature.csv,International Journal of Impotence Research,3140
nature.csv,International Journal of Obesity,4390
nature.csv,Journal of Exposure Science and Environmental Epidemiology,3760
nature.csv,Journal of Human Genetics,4390
nature.csv,Journal of Human Hypertension,3140
nature.csv,Journal of Perinatology,3760
nature.csv,Laboratory Investigation,3760
nature.csv,Leukemia,4390
nature.csv,Modern Pathology,4390
nature.csv,Molecular Psychiatry,4390
nature.csv,Mucosal Immunology,3500
nature.csv,Neuropsychopharmacology,3760
nature.csv,Oncogenesis,4390
nature.csv,Pediatric Research,3760
nature.csv,Polymer Journal,3140
nature.csv,Prostate Cancer and Prostatic Diseases,3760
nature.csv,Spinal Cord,3760
nature.csv,Spinal Cord Series and Cases,1380
nature.csv,The American Journal of Gastroenterology,4390
nature.csv,The ISME Journal,3300
nature.csv,The Journal of Antibiotics,3140
nature.csv,The Pharmacogenomics Journal,3760
springer.csv,AAPS Open ,1570
springer.csv,Advanced Modeling and Simulation in Engineering Sciences ,1230
springer.csv,Advanced Structural and Chemical Imaging ,1350
springer.csv,Advances in Aerodynamics   ,0
springer.csv,Advances in Difference Equations ,1480
springer.csv,Agricultural and Food Economics ,1230
springer.csv,AI Perspectives ,1420
springer.csv,Ain-Shams Journal of Anesthesiology  ,0
springer.csv,AMB Express ,2170
springer.csv,Annals of Intensive Care ,2570
springer.csv,Applied Adhesion Science ,1390
springer.csv,Applied Microscopy  ,1420
springer.csv,Applied Network Science ,1290
springer.csv,Applied Petrochemical Research  ,0
springer.csv,Applied Water Science  ,0
springer.csv,Arabian Journal of Mathematics  ,0
springer.csv,Asian Journal of German and European Studies  ,0
springer.csv,Asian Journal of Sustainability and Social Responsibility  ,0
springer.csv,Asian-Pacific Journal of Second and Foreign Language Education  ,1179
springer.csv,Asia-Pacific Science Education ,800
springer.csv,Autoimmunity Highlights ,1990
springer.csv,Biophysics Reports  ,0
springer.csv,Bioresources and Bioprocessing  ,0
springer.csv,Botanical Studies ,2145
springer.csv,Boundary Value Problems ,1480
springer.csv,Brain Informatics ,1180
springer.csv,Bulletin of the National Research Centre  ,0
springer.csv,Business Research  ,0
springer.csv,Chemical and Biological Technologies in Agriculture ,1870
springer.csv,Chinese Journal of Mechanical Engineering  ,0
springer.csv,"City, Territory and Architecture  ",0
springer.csv,Clinical and Translational Medicine ,1890
springer.csv,Clinical Phytoscience  ,0
springer.csv,Cognitive Research: Principles and Implications (Brief Reports) ,750
springer.csv,Cognitive Research: Principles and Implications (Other article types) ,1500
springer.csv,Comparative Migration Studies  ,0
springer.csv,Complex Adaptive Systems Modeling ,1085
springer.csv,Complex Analysis and its Synergies ,1140
springer.csv,Complex & Intelligent Systems  ,0
springer.csv,Computational Astrophysics and Cosmology ,1230
springer.csv,Computational Social Networks ,1140
springer.csv,Computational Visual Media  ,0
springer.csv,Crime Science ,1180
springer.csv,Critical Ultrasound Journal ,2290
springer.csv,CVIR Endovascular ,1390
springer.csv,Cybersecurity ,1230
springer.csv,Data Science and Engineering  ,0
springer.csv,"Earth, Planets and Space ",1475
springer.csv,Ecological Processes  ,0
springer.csv,Egyptian Journal of Biological Pest Control  ,0
springer.csv,Egyptian Journal of Forensic Sciences  ,0
springer.csv,Egyptian Journal of Neurosurgery  ,0
springer.csv,EJNMMI Physics ,1750
springer.csv,EJNMMI Radiopharmacy and Chemistry ,1510
springer.csv,EJNMMI Research ,2680
springer.csv,Empirical Research in Vocational Education and Training  ,0
springer.csv,Energy Informatics ,1350
springer.csv,Energy Transitions  ,0
springer.csv,Environmental Sciences Europe ,2490
springer.csv,Environmental Systems Research ,1990
springer.csv,EPJ Data Science ,1350
springer.csv,EPJ Quantum Technology ,1480
springer.csv,EPJ Techniques and Instrumentation ,1230
springer.csv,EURASIP Journal on Advances in Signal Processing ,1690
springer.csv,"EURASIP Journal on Audio, Speech, and Music Processing ",16900
springer.csv,EURASIP Journal on Embedded Systems ,1290
springer.csv,EURASIP Journal on Image and Video Processing ,1690
springer.csv,EURASIP Journal on Information Security ,990
springer.csv,EURASIP Journal on Wireless Communications and Networking ,1690
springer.csv,European Journal of Futures Research  ,0
springer.csv,European Journal of Hybrid Imaging ,1990
springer.csv,European Radiology Experimental ,1609
springer.csv,European Transport Research Review ,1475
springer.csv,Evidence-Based Endodontics ,1690
springer.csv,Fashion and Textiles ,1420
springer.csv,Fields Mathematics Education Journal  ,0
springer.csv,Financial Innovation  ,0
springer.csv,Fire Ecology ,2145
springer.csv,Fixed Point Theory and Applications ,1180
springer.csv,Forest Ecosystems  ,0
springer.csv,Friction  ,0
springer.csv,Frontiers of Business Research in China,0
springer.csv,Functional Linguistics  ,0
springer.csv,Genus: Journal of Population Sciences  ,0
springer.csv,Geoenvironmental Disasters ,980
springer.csv,Geoscience Letters ,980
springer.csv,Geothermal Energy ,1420
springer.csv,Gynecological Surgery ,2145
springer.csv,Heritage Science ,1390
springer.csv,Human-centric Computing and Information Sciences  ,0
springer.csv,Injury Epidemiology ,1800
springer.csv,Insights into Imaging ,1105
springer.csv,Intensive Care Medicine Experimental ,2290
springer.csv,International Aquatic Research  ,0
springer.csv,International Journal of Advanced Structural Engineering  ,0
springer.csv,International Journal of Anthropology and Ethnology ,0
springer.csv,International Journal of Bipolar Disorders ,2170
springer.csv,International Journal of Child Care and Education Policy  ,0
springer.csv,International Journal of Coal Science & Technology  ,0
springer.csv,International Journal of Concrete Structures and Materials  ,1420
springer.csv,International Journal of Corporate Social Responsibility ,1230
springer.csv,International Journal of Disaster Risk Science  ,0
springer.csv,International Journal of Educational Technology in Higher Education  ,0
springer.csv,International Journal of Energy and Environmental Engineering  ,0
springer.csv,International Journal of Geo-Engineering  ,0
springer.csv,International Journal of Implant Dentistry  ,0
springer.csv,International Journal of Industrial Chemistry  ,0
springer.csv,International Journal of Mechanical and Materials Engineering  ,0
springer.csv,International Journal of Quality Innovation ,980
springer.csv,International Journal of Recycling of Organic Waste in Agriculture  ,0
springer.csv,International Journal of STEM Education ,1105
springer.csv,International Nano Letters  ,0
springer.csv,IPSJ Transactions on Computer Vision and Applications ,800
springer.csv,IZA Journal of Development and Migration  ,0
springer.csv,IZA Journal of Labor Economics  ,0
springer.csv,IZA Journal of Labor Policy  ,0
springer.csv,JA Clinical Reports ,1535
springer.csv,Journal for Labour Market Research,0
springer.csv,Journal of Advanced Ceramics  ,0
springer.csv,Journal of Analytical Science and Technology  ,0
springer.csv,Journal Of Big Data ,1390
springer.csv,"Journal of Cloud Computing: Advances, Systems and Applications ",1060
springer.csv,Journal of Economic Structures  ,0
springer.csv,Journal of Experimental Orthopaedics ,1750
springer.csv,Journal of Global Entrepreneurship Research  ,0
springer.csv,Journal of High Energy Physics  ,0
springer.csv,Journal of Industrial Engineering International  ,0
springer.csv,Journal of Inequalities and Applications ,1480
springer.csv,Journal of Innovation and Entrepreneurship ,1085
springer.csv,Journal of International Humanitarian Action ,1190
springer.csv,Journal of Internet Services and Applications ,1085
springer.csv,Journal of Leather Science and Engineering   ,0
springer.csv,Journal of Mathematics in Industry ,1350
springer.csv,Journal of Modern Power Systems and Clean Energy  ,0
springer.csv,Journal of Modern Transportation  ,0
springer.csv,Journal of Nanostructure in Chemistry  ,0
springer.csv,"Journal of Open Innovation: Technology, Market, and Complexity ",800
springer.csv,Journal of Ophthalmic Inflammation and Infection ,1780
springer.csv,Journal of Organization Design  ,0
springer.csv,Journal of Orthopaedics and Traumatology ,2145
springer.csv,Journal of Palaeogeography  ,0
springer.csv,Journal of Patient-Reported Outcomes ,1500
springer.csv,Journal of Petroleum Exploration and Production Technology  ,0
springer.csv,Journal of Shipping and Trade ,800
springer.csv,Journal of Software Engineering Research and Development ,1085
springer.csv,Journal of Statistical Distributions and Applications ,1085
springer.csv,Journal of the Brazilian Computer Society ,1085
springer.csv,Journal of the Egyptian Public Health Association  ,0
springer.csv,Journal of the European Optical Society - Rapid Publications ,1660
springer.csv,Journal of Theoretical and Applied Physics  ,0
springer.csv,Journal of Wood Science ,1535
springer.csv,Language Testing in Asia ,1085
springer.csv,Large-scale Assessments in Education  ,0
springer.csv,Latin American Economic Review  ,0
springer.csv,Living Reviews in Computational Astrophysics  ,0
springer.csv,Living Reviews in Relativity  ,0
springer.csv,Living Reviews in Solar Physics  ,0
springer.csv,Materials Theory ,1250
springer.csv,Materials for Renewable and Sustainable Energy  ,0
springer.csv,Mathematical Sciences  ,0
springer.csv,Mathematics-in-Industry Case Studies  ,0
springer.csv,Maxillofacial Plastic and Reconstructive Surgery ,1780
springer.csv,Mechanics of Advanced Materials and Modern Processes ,790
springer.csv,Micro and Nano Systems Letters  ,0
springer.csv,Molecular and Cellular Pediatrics  ,0
springer.csv,Nano Convergence  ,0
springer.csv,Nano-Micro Letters  ,0
springer.csv,Nanoscale Research Letters ,1990
springer.csv,Natural Products and Bioprospecting  ,0
springer.csv,"Open Geospatial Data, Software and Standards ",840
springer.csv,Pacific Journal of Mathematics for Industry  ,0
springer.csv,"Pastoralism: Research, Policy and Practice ",1570
springer.csv,Petroleum Science  ,0
springer.csv,Photonic Sensors  ,0
springer.csv,"Probability, Uncertainty and Quantitative Risk  ",0
springer.csv,Progress in Biomaterials  ,0
springer.csv,Progress in Earth and Planetary Science ,1690
springer.csv,Progress in Orthodontics  ,0
springer.csv,Protection and Control of Modern Power Systems  ,0
springer.csv,Protein & Cell  ,0
springer.csv,Psicologia: Reflexão e Crítica ,1030
springer.csv,"Renewables: Wind, Water, and Solar ",980
springer.csv,Research and Practice in Technology Enhanced Learning  ,0
springer.csv,Rice ,2490
springer.csv,ROBOMECH Journal ,1165
springer.csv,Security Informatics ,1085
springer.csv,SERIEs  ,0
springer.csv,Smart Learning Environments ,1085
springer.csv,Smart Water ,980
springer.csv,Sports Medicine - Open ,2145
springer.csv,Strategies in Trauma and Limb Reconstruction  ,0
springer.csv,Surgical Case Reports ,1535
springer.csv,Swiss Journal of Economics and Statistics ,1635
springer.csv,"The Egyptian Journal of Neurology, Psychiatry and Neurosurgery  ",0
springer.csv,The European Physical Journal C  ,0
springer.csv,The Journal of Basic and Applied Zoology,0
springer.csv,The Journal of Chinese Sociology  ,0
springer.csv,The Journal of Mathematical Neuroscience ,1480
springer.csv,Triple Helix ,1140
springer.csv,Urban Rail Transit  ,0
springer.csv,Video Journal of Education and Pedagogy  ,0
springer.csv,"Visual Computing for Industry, Biomedicine and Art  ",0
springer.csv,Visualization in Engineering ,1350
elsevier-dec-2018.csv,Academic Pediatrics,3000
elsevier-dec-2018.csv,Academic Radiology,2750
elsevier-dec-2018.csv,Accident Analysis and Prevention,3550
elsevier-dec-2018.csv,Accounting Forum,1100
elsevier-dec-2018.csv,"Accounting, Organizations and Society",1800
elsevier-dec-2018.csv,Acta Astronautica,2950
elsevier-dec-2018.csv,Acta Biomaterialia,3000
elsevier-dec-2018.csv,Acta Ecologica Sinica,3000
elsevier-dec-2018.csv,Acta Histochemica,1800
elsevier-dec-2018.csv,Acta Materialia,3000
elsevier-dec-2018.csv,Acta Mathematica Scientia,3000
elsevier-dec-2018.csv,Acta Oecologica,2500
elsevier-dec-2018.csv,Acta Otorrinolaringologica (English Edition),3360
elsevier-dec-2018.csv,Acta Otorrinolaringologica Espanola,3360
elsevier-dec-2018.csv,Acta Pharmaceutica Sinica B,0
elsevier-dec-2018.csv,Acta Psychologica,1800
elsevier-dec-2018.csv,Acta Tropica,2350
elsevier-dec-2018.csv,Actas dermosifiliograficas,3000
elsevier-dec-2018.csv,Actas Dermo-Sifiliográficas (English Edition),3000
elsevier-dec-2018.csv,Actas Urologicas Espanolas,3000
elsevier-dec-2018.csv,Actas Urológicas Españolas (English Edition),3000
elsevier-dec-2018.csv,Actualités pharmaceutiques,3000
elsevier-dec-2018.csv,Ad Hoc Networks,2400
elsevier-dec-2018.csv,Addictive Behaviors,2400
elsevier-dec-2018.csv,Addictive Behaviors Reports,1500
elsevier-dec-2018.csv,Additive Manufacturing,1750
elsevier-dec-2018.csv,Advanced Drug Delivery Reviews,3750
elsevier-dec-2018.csv,Advanced Engineering Informatics,2400
elsevier-dec-2018.csv,Advanced Powder Technology,2800
elsevier-dec-2018.csv,Advances in Accounting,1100
elsevier-dec-2018.csv,Advances in Anesthesia,3000
elsevier-dec-2018.csv,Advances in Applied Mathematics,1500
elsevier-dec-2018.csv,Advances in Biological Regulation,2200
elsevier-dec-2018.csv,Advances in Chronic Kidney Disease,2500
elsevier-dec-2018.csv,Advances in Climate Change Research,1500
elsevier-dec-2018.csv,Advances in Colloid and Interface Science,3300
elsevier-dec-2018.csv,Advances in Engineering Software,2500
elsevier-dec-2018.csv,Advances in Integrative Medicine,3000
elsevier-dec-2018.csv,Advances in Life Course Research,1100
elsevier-dec-2018.csv,Advances in Mathematics,1500
elsevier-dec-2018.csv,Advances in Medical Sciences,1200
elsevier-dec-2018.csv,Advances in Pediatrics,3000
elsevier-dec-2018.csv,Advances in Radiation Oncology,2000
elsevier-dec-2018.csv,Advances in Small Animal Medicine and Surgery,3000
elsevier-dec-2018.csv,Advances in Space Research,2600
elsevier-dec-2018.csv,Advances in Surgery,3000
elsevier-dec-2018.csv,Advances in Water Resources,3750
elsevier-dec-2018.csv,Aeolian Research,2500
elsevier-dec-2018.csv,Aerospace Science and Technology,2500
elsevier-dec-2018.csv,AEUE - International Journal of Electronics and Communications,1800
elsevier-dec-2018.csv,African Journal of Emergency Medicine,0
elsevier-dec-2018.csv,African Journal of Urology,0
elsevier-dec-2018.csv,Ageing Research Reviews,3000
elsevier-dec-2018.csv,Aggression and Violent Behavior,1800
elsevier-dec-2018.csv,Agri Gene,1500
elsevier-dec-2018.csv,Agricultural and Forest Meteorology,3950
elsevier-dec-2018.csv,Agricultural Systems,3800
elsevier-dec-2018.csv,Agricultural Water Management,2700
elsevier-dec-2018.csv,"Agriculture, Ecosystems and Environment",3850
elsevier-dec-2018.csv,Ain Shams Engineering Journal,0
elsevier-dec-2018.csv,Air Medical Journal,3000
elsevier-dec-2018.csv,AJIC:  American Journal of Infection Control,1850
elsevier-dec-2018.csv,AKCE International Journal of Graphs and Combinatorics,0
elsevier-dec-2018.csv,Alcohol,2500
elsevier-dec-2018.csv,Alexandria Engineering Journal,0
elsevier-dec-2018.csv,Alexandria Journal of Medicine,0
elsevier-dec-2018.csv,Algal Research,2600
elsevier-dec-2018.csv,Allergologia et Immunopathologia,3000
elsevier-dec-2018.csv,Allergology International,0
elsevier-dec-2018.csv,"Alter - European Journal of Disability research, Revue européenne de recherche sur le handicap",3000
elsevier-dec-2018.csv,"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",2000
elsevier-dec-2018.csv,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,3000
elsevier-dec-2018.csv,Alzheimer's & Dementia: Translational Research & Clinical Interventions,2000
elsevier-dec-2018.csv,American Heart Journal,3200
elsevier-dec-2018.csv,American Journal of Emergency Medicine,2550
elsevier-dec-2018.csv,American Journal of Kidney Diseases,3000
elsevier-dec-2018.csv,American Journal of Obstetrics and Gynecology,3700
elsevier-dec-2018.csv,American Journal of Ophthalmology,3400
elsevier-dec-2018.csv,American Journal of Ophthalmology Case Reports,750
elsevier-dec-2018.csv,American Journal of Orthodontics & Dentofacial Orthopedics,3000
elsevier-dec-2018.csv,American Journal of Otolaryngology--Head and Neck Medicine and Surgery,2500
elsevier-dec-2018.csv,American Journal of Preventive Medicine,2600
elsevier-dec-2018.csv,Ampersand,1000
elsevier-dec-2018.csv,Anaerobe,1750
elsevier-dec-2018.csv,Anaesthesia & Intensive Care Medicine,3000
elsevier-dec-2018.csv,Anales de Pediatria,3360
elsevier-dec-2018.csv,Analytic Methods in Accident Research,1800
elsevier-dec-2018.csv,Analytica Chimica Acta,3500
elsevier-dec-2018.csv,Analytica Chimica Acta: X,1850
elsevier-dec-2018.csv,Analytical Biochemistry,3300
elsevier-dec-2018.csv,Anesthesiology Clinics,3000
elsevier-dec-2018.csv,Angiología,3000
elsevier-dec-2018.csv,Animal Behaviour,2600
elsevier-dec-2018.csv,Animal Feed Science and Technology,2600
elsevier-dec-2018.csv,Animal Nutrition,0
elsevier-dec-2018.csv,Animal Reproduction Science,2500
elsevier-dec-2018.csv,Annales de cardiologie et d'angéiologie,3000
elsevier-dec-2018.csv,Annales de chirurgie plastique esthétique,3360
elsevier-dec-2018.csv,Annales de Dermatologie et de Vénéréologie,3360
elsevier-dec-2018.csv,Annales de l'Institut Henri Poincaré / Analyse non linéaire,700
elsevier-dec-2018.csv,Annales de Paléontologie,3000
elsevier-dec-2018.csv,Annales de Pathologie,3360
elsevier-dec-2018.csv,Annales d'Endocrinologie,3360
elsevier-dec-2018.csv,Annales françaises d'oto-rhino-laryngologie et de pathologie cervico-faciale,3000
elsevier-dec-2018.csv,Annales médico-psychologiques,3360
elsevier-dec-2018.csv,Annales Pharmaceutiques Françaises,3000
elsevier-dec-2018.csv,Annals of Agrarian Science,0
elsevier-dec-2018.csv,Annals of Agricultural Sciences,0
elsevier-dec-2018.csv,"Annals of Allergy, Asthma & Immunology",3000
elsevier-dec-2018.csv,Annals of Anatomy,1800
elsevier-dec-2018.csv,Annals of Diagnostic Pathology,2500
elsevier-dec-2018.csv,Annals of Emergency Medicine,3000
elsevier-dec-2018.csv,Annals of Epidemiology,3000
elsevier-dec-2018.csv,Annals of Global Health,1200
elsevier-dec-2018.csv,Annals of Medicine and Surgery,950
elsevier-dec-2018.csv,Annals of Nuclear Energy,2000
elsevier-dec-2018.csv,Annals of Physical and Rehabilitation Medicine,3360
elsevier-dec-2018.csv,Annals of Physics,2200
elsevier-dec-2018.csv,Annals of Pure and Applied Logic,1500
elsevier-dec-2018.csv,Annals of Tourism Research,1800
elsevier-dec-2018.csv,Annals of Vascular Surgery,1700
elsevier-dec-2018.csv,Annual Reviews in Control,3100
elsevier-dec-2018.csv,Anthropocene,2500
elsevier-dec-2018.csv,Antiviral Research,2800
elsevier-dec-2018.csv,AORN Journal,3000
elsevier-dec-2018.csv,Appetite,3000
elsevier-dec-2018.csv,Applied Acoustics,2400
elsevier-dec-2018.csv,Applied and Computational Harmonic Analysis,1500
elsevier-dec-2018.csv,Applied Animal Behaviour Science,3100
elsevier-dec-2018.csv,"Applied Catalysis A, General",2500
elsevier-dec-2018.csv,Applied Catalysis B: Environmental,3000
elsevier-dec-2018.csv,Applied Clay Science,2500
elsevier-dec-2018.csv,Applied Computing and Geosciences,750
elsevier-dec-2018.csv,Applied Computing and Informatics,0
elsevier-dec-2018.csv,Applied Energy,3550
elsevier-dec-2018.csv,Applied Ergonomics,3300
elsevier-dec-2018.csv,Applied Geochemistry,2600
elsevier-dec-2018.csv,Applied Geography,2500
elsevier-dec-2018.csv,Applied Materials Today,2100
elsevier-dec-2018.csv,Applied Mathematical Modelling,1500
elsevier-dec-2018.csv,Applied Mathematics and Computation,1500
elsevier-dec-2018.csv,Applied Mathematics Letters,1500
elsevier-dec-2018.csv,Applied Numerical Mathematics,1300
elsevier-dec-2018.csv,Applied Nursing Research,2000
elsevier-dec-2018.csv,Applied Ocean Research,2500
elsevier-dec-2018.csv,Applied Radiation and Isotopes,2350
elsevier-dec-2018.csv,Applied Soft Computing Journal,2400
elsevier-dec-2018.csv,Applied Soil Ecology,2500
elsevier-dec-2018.csv,Applied Surface Science,2800
elsevier-dec-2018.csv,Applied Thermal Engineering,3000
elsevier-dec-2018.csv,Apunts. Medicina de l'Esport,3000
elsevier-dec-2018.csv,Aquacultural Engineering,3600
elsevier-dec-2018.csv,Aquaculture,3800
elsevier-dec-2018.csv,Aquaculture Reports,1100
elsevier-dec-2018.csv,Aquatic Botany,3300
elsevier-dec-2018.csv,Aquatic Toxicology,3700
elsevier-dec-2018.csv,Arab Economic and Business Journal,0
elsevier-dec-2018.csv,Arab Journal of Gastroenterology,3000
elsevier-dec-2018.csv,Arab Journal of Mathematical Sciences,0
elsevier-dec-2018.csv,Arab Journal of Urology,0
elsevier-dec-2018.csv,Arabian Journal of Chemistry,0
elsevier-dec-2018.csv,Archaeological Research in Asia,1100
elsevier-dec-2018.csv,Archives de pédiatrie,3360
elsevier-dec-2018.csv,Archives des Maladies Professionnelles et de l'Environnement,3360
elsevier-dec-2018.csv,Archives of Biochemistry and Biophysics,3100
elsevier-dec-2018.csv,Archives of Cardiovascular Diseases,3360
elsevier-dec-2018.csv,Archives of Civil and Mechanical Engineering,3360
elsevier-dec-2018.csv,Archives of Gerontology and Geriatrics,2500
elsevier-dec-2018.csv,Archives of Medical Research,2750
elsevier-dec-2018.csv,Archives of Oral Biology,2500
elsevier-dec-2018.csv,Archives of Physical Medicine and Rehabilitation,3300
elsevier-dec-2018.csv,Archives of Psychiatric Nursing,2500
elsevier-dec-2018.csv,Archivos de Bronconeumologia,3000
elsevier-dec-2018.csv,Archivos de Bronconeumología (English Edition),3000
elsevier-dec-2018.csv,Archivos de Cardiología de México,0
elsevier-dec-2018.csv,Archivos de la Sociedad Espanola de Oftalmologia,3000
elsevier-dec-2018.csv,Archivos de la Sociedad Española de Oftalmología (English Ed),3000
elsevier-dec-2018.csv,Array,1350
elsevier-dec-2018.csv,Arthroplasty Today,1995
elsevier-dec-2018.csv,Arthropod Structure and Development,2400
elsevier-dec-2018.csv,Arthroscopy Techniques,900
elsevier-dec-2018.csv,Arthroscopy: The Journal of Arthroscopic and Related Surgery,2500
elsevier-dec-2018.csv,Artificial Intelligence,2400
elsevier-dec-2018.csv,Artificial Intelligence In Medicine,2500
elsevier-dec-2018.csv,Asia Pacific Management Review,0
elsevier-dec-2018.csv,Asian Journal of Pharmaceutical Sciences,0
elsevier-dec-2018.csv,Asian Journal of Psychiatry,2500
elsevier-dec-2018.csv,Asian Journal of Surgery,0
elsevier-dec-2018.csv,Asian Journal of Urology,0
elsevier-dec-2018.csv,Asian Nursing Research,1000
elsevier-dec-2018.csv,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",0
elsevier-dec-2018.csv,Assessing Writing,1800
elsevier-dec-2018.csv,Astronomy and Computing,2200
elsevier-dec-2018.csv,Astroparticle Physics,2200
elsevier-dec-2018.csv,Atencion Primaria,784
elsevier-dec-2018.csv,Atherosclerosis,3200
elsevier-dec-2018.csv,Atherosclerosis (Supplements) (Component),3000
elsevier-dec-2018.csv,Atlas of the Oral & Maxillofacial Surgery Clinics of North A,3000
elsevier-dec-2018.csv,Atmospheric Environment,1300
elsevier-dec-2018.csv,Atmospheric Pollution Research,1500
